id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
34|Budapest XI. kerület, Madárhegy||195 M Ft||117 m2|1 666 666 Ft / m2|5|2025||új építésű|hőszivattyú||udvari beálló - kötelező megvenni|ingatlaniroda|6|"SIX HOUSE PROJEKT SAJÁT KERTTEL B/3
Madárhegyen, 3 lakásos társasházban, 117 nm-es, N+4 szobás, hatalmas kerttel rendelkező belső kétszintes ikerházi lakás eladó 195 M Ft-ért.
A földszinten található a 31 nm-es, amerikai konyhás NYUGATI tájolású nappali és egy kényelmes méretű háló, illetve zuhanyzós fürdőszoba. A nappaliból jutunk ki a teraszra, illetve a privát, 147 nm-es kertbe. Az emeleten a nyugodt pihenést 3 külön nyíló hálószoba biztosítja, illetve egy kádas fürdőszoba és gardrób is helyet kapott itt.

A fűtést gazdaságos hőszivattyú biztosítja padlófűtéssel, opcionálisan mennyezeti hűtés-fűtés is kérhető. Átadás: 2026 VI. negyedév
A lakáshoz 1 db felszíni beálló tartozik (4 M Ft), így a teljes vételár 199 M Ft.
Várjuk érdeklődését!
Projektirodánkban megtalálja Madárhegy legnagyobb ..."|https://ingatlan.com/34899397|147 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|4.5|0.0|4.5|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.46811719999999|18.9873738|Budapest XI. kerület, Madárhegy|Budapest prémium kerület|1.3
35|Budapest XI. kerület, Sasad||374,90 M Ft||203 m2|1 846 798 Ft / m2|4|1981 és 2000 között||újszerű|hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés||teremgarázs hely - benne van az árban|ingatlaniroda|21|"KIZÁRÓLAGOS MEGBÍZÁS

MEDENCÉS LUXUS OKOSOTTHON A XI. KERÜLET EXKLUZÍV RÉSZÉN, SASADON!

Napelemmel, hőszivattyúval, okosotthon-rendszerrel, külön szaunaházzal, elektromos autótöltővel és prémium belsőépítészeti megoldásokkal!

Budapest XI. kerületének legjobb részén, Sasadon, a Botfalu utcában kínálunk eladásra egy exkluzív, 2021-ben teljes körűen és luxus szinten felújított, déli tájolású, nappali + 3 hálószobás, 2 fürdőszobás, kültéri úszómedencés, modern, energiatakarékos luxusotthont.

A prémium kivitelezésű, nagy belmagasságú ingatlan minden részlete a legmagasabb műszaki és esztétikai színvonalat képviseli, ötvözve a legújabb okosotthon-megoldásokat a fenntarthatósággal és kényelemmel.

Az ingatlanhoz külön szaunaház/vendégház, feszített víztükrű fűthető medence, napelemrendszer, hő..."|https://ingatlan.com/34621408|203 m2|A+++|||||||||||||||||||13.5|12.0|0.0|30.400000000000002|0.0|0.0|0.0|0.0|1|1|0|1|0|0|0|0|55.9|0.0|55.9|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4735156|19.0077598|Budapest XI. kerület, Sasad|Budapest prémium kerület|1.3
36|Budapest XI. kerület, Beregszász út||499 M Ft||340 m2|1 467 647 Ft / m2|6|1981 és 2000 között||jó állapotú|gázkazán, hűtő-fűtő klíma||önálló garázs - benne van az árban|ingatlaniroda|28|"KURIÓZUM A XI. KERÜLET SZÍVÉBEN!

XI.kerület/Sasad egyik LEGSZEBB, CSENDES, KERTVÁROSI részén, a Beregszász úton kiadó egy nettó 340 m2 alapterületű, AMERIKAI KONYHÁS NAPPALI + 5 SZOBÁS, 3 FÜRDŐSZOBÁS, MEDENCÉS, BILLIÁRDTEREMMEL, SZAUNÁVAL, SZOLÁRIUMMAL, RIASZTÓVAL FELSZERELT, KIVÁLÓ ELRENDEZÉSŰ, IKERHÁZ FÉL.

(Alaprajzot e-mailben szívesen küldök.)

Az ingatlanhoz 2 ERKÉLY és egy 31 m2-es, FEDETT, TOLHATÓ ÜVEGLAPOKKAL TELJESEN ZÁRHATÓ, HŰTHETŐ/FŰTHETŐ TERASZ tartozik.

PARKOSÍTOTT, MŰFÜVES UDVAR:
- Kerti tároló: (7 m2)
- Fedett KERTI ""KIÜLŐ""(28 m2): BEÉPÍTETT GRILLEZŐ, elszívó, hűtő, konyhabútor, pados kerti bútor, sátorponyva
- Beépített udvari MEDENCE (3x7 m)

ÉPÜLET ELOSZTÁSA:
SZUTERÉN:
- Garázs (36,7 m2): Hörmánn Promatic elektromos kapu, kerti csap, ipari áram, riasztó
- Hobbi/billiá..."|https://ingatlan.com/34901600|340 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|7.6|0.0|7.6|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.473366|19.0034646|Budapest XI. kerület, Beregszász út|Budapest prémium kerület|1.3
37|Budapest XI. kerület, Sasad||475 M Ft||400 m2|1 187 500 Ft / m2|5|2001 és 2010 között||újszerű|gázkazán||önálló garázs|ingatlaniroda|8|"A KLASSZIKUS ELEGANCIA, TÁGAS BELSŐ TEREK, FÉNYÖZÖN, KÜLÖNFÉLE EXTRÁK!
KORSZERŰ TECHNIKAI MEGOLDÁSOK, PANORÁMA KILÁTÁS, CSENDES, KÜLÖNLEGES ZÖLD KÖRNYEZET!

A minőségi anyagokból felépült házban márvány lépcsők és burkolatok, kovácsoltvas korlátok, trópusi fából (meranti) készült nyílászárók, szilver loe üvegezés, belső dekorelemek, hangulatos világítás fokozzák a látványosságot.
A teljes tetőfelület újra borítása, napelemes rendszer kiépítése, hőszivattyú felszerelése kiegészülve egy speciális elektromos vezérlőrendszerrel optimalizálja az energia felhasználást, garantálva az alacsony fűtési- és hűtési költségeket.
Nyitás,-törés,-mozgás érzékelős rádiós riasztó rendszer szolgálja a biztonságot.
A kényelmet, a felüdülést és felfrissülést jól szolgája a jakuzzi, feszített víztükrű medence e..."|https://ingatlan.com/34909592|400 m2||||||||||||||||||||9.0|4.0|0.0|3.8|0.0|0.0|0.0|0.0|1|1|0|1|0|0|0|0|16.8|0.0|16.8|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4735156|19.0077598|Budapest XI. kerület, Sasad|Budapest prémium kerület|1.3
38|Budapest XI. kerület, Bereck utca||295 M Ft||270 m2|1 092 592 Ft / m2|6|1950 és 1980 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|21|"KIZÁRÓLAG IRODÁNK KÍNÁLATÁBAN!

Eladó Sasad egyik csendes mellékutcájában egy ötszintes, 270 nm-es, hatszobás családi ház. Az ingatlan a Bereck utca fordulójánál található, egy 851 nm-es telken. A nyolcvanas években épült házat utoljára 2013-ban újították fel.

Az ötemeletes elosztás a szinteltolásos kialakításnak köszönhető. Így minden lépcsőfordulónál újabb szintre érkezünk. Az első szinten található az utcafronti erkély, illetve a másodikon egy kisebb oldalsó erkély. Az ingatlanban két fürdőszoba található. Az első emeletinél külön helységben a WC, a harmadikon pedig külön helységben a zuhanyzó. A harmadik emelet lakrésze jelenleg egy nagy, egybenyitott, 35,8 nm-es tér, melyet igény szerint két különálló szobára lehet még osztani. A garázsban két autó beállására van lehetőség.
A fűtésér..."|https://ingatlan.com/34767457|270 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4730298|19.0085075|Budapest XI. kerület, Bereck utca|Budapest prémium kerület|1.3
39|Budapest XI. kerület, Sasad||429 M Ft||440 m2|975 000 Ft / m2|8|2001 és 2010 között||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|26|"Sasadi medencés ház csodás kertben

XI. kerületben, Sasadon, csendes mellékutcában rejtőzködő, intim környezetben kiváló állapotú, 440 nm-es, 3 szintes, 2 + 6 szobás, belső medencés ház 720 nm-es gyönyörű kertben eladó.

A jól szigetelt, elegáns, kastélyszerű épület nagy teraszokkal, pihenésre alkalmas erkélyekkel rendelkezik.

A földszinten található a 3 x 6 m-es (1,5 m mélységű), ellanáramoltatós, fűtött belső medence - előtte 28 nm-es, fedett, nagy kemencével is rendelkező terasszal.
A wellness része a 4 fős finn-szauna, kondiszoba, a zuhanyzó és a mellékhelyiség. Ezen a szinten van a kazánház és több tárolásra alkalmas helyiség is.

A kertkapuval szemben található a kétállásos, ablakos garázs (automata garázsajtóval, automata kertkapuval), műhellyel (a kertben több autó elhelyezésére i..."|https://ingatlan.com/33044782|440 m2||||||||||||||||||||0.0|4.0|0.0|0.0|5.6|0.0|0.0|0.0|0|1|0|0|1|0|0|0|9.6|0.0|9.6|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4735156|19.0077598|Budapest XI. kerület, Sasad|Budapest prémium kerület|1.3
40|Budapest XI. kerület, Ozorai utca||350 M Ft||250 m2|1 400 000 Ft / m2|6|1950 és 1980 között||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|30|Összeköltözők, befektetők és mindenki aki erre várt! Akár 3 önálló lakás, szintenként kialakított közmű lehetőségekkel. A dinamikus fejlődés, a kertvárosi hangulat, és a nagyvárosi élet előnyeinek tökéletes kombinációja. Itt történelmi örökség találkozik a modern infrastruktúrával, teret adva a kulturális élet gazdagságának és a zöld övezetek nyugalmának. A kerület, mely az élet minden területén lehetőségeket kínál: kiváló közlekedéssel, iskolákkal, bevásárlási lehetőségekkel és szabadidős tevékenységek széles kínálatával. Egy tökéletes hely, ahol otthont és közösséget hagyja ki ezt a különleges lehetőséget, hogy egy magával ragadó ingatlan tulajdonosa legyen Budapest egyik legkeresettebb kerületében!A kerület gazdag kulturális és történelmi örökséggel büszkélkedik, miközben a modern igény...|https://ingatlan.com/34844166|250 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4667763|19.0253787|Budapest XI. kerület, Ozorai utca|Budapest jó lokáció|1.1
41|Budapest XI. kerület, Madárhegy||435 M Ft||220 m2|1 977 272 Ft / m2|5|2019||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|21|"Budapest XI. kerületének legelegánsabb részén, Madárhegyen, eladó egy impozáns, minimalista stílusú tökéletes ikerházfél!

Az ingatlanhoz élhető méretű, közel 500 nm-es, öntözőrendszerrel ellátott, gondozott kis kertrész is tartozik mely könnyen megközelíthető teraszáról és ahova fűthető, ellenáramoltatóval és fedőfóliával is ellátott medence, illetve egy 6 személyes jakuzzi is beépítésre került.

220 nm-es lakótere (180 nm + 80 nm terasz + 40 nm garázs) is rendkívül praktikusan került megtervezésre.
Alsó szintjén duplagarázs, tároló, vendégháló, fürdő és háztartási helyiség kapott helyet, de akár wellness-rész is kialakítható benne, mivel megtörtént a szauna előkészítése, illetve kialakításra került egy, a jakuzzihoz vezető intim terasz is.
Középső részén tágas amerikai nappali, toalett é..."|https://ingatlan.com/34915965|220 m2||||||||||||||||||||0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0|1|0|0|0|0|0|0|12.0|0.0|12.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.46811719999999|18.9873738|Budapest XI. kerület, Madárhegy|Budapest prémium kerület|1.3
42|Budapest XI. kerület, Brassó út||599 M Ft||410 m2|1 460 975 Ft / m2|12|1950 előtt||felújított|hőszivattyú|||ingatlaniroda|30|"ELADÓ PANORÁMÁS LUXUS VILLAHÁZ Budapest XI. kerületében A Sas-hegy Dél Lejtőjén
+++ENGLISH BELOW+++AUF DEUTSCH WEITER UNTEN++++

Kivételes életérzés BUDA EGYIK LEGSZEBB ZÖLDÖVEZETÉBEN

Panoráma:

A természet ölelésében, mégis karnyújtásnyira a város szívétől, kínáljuk eladásra ezt a 360 m²-es,6 KÜLÖN LAKRÉSZBŐL ÁLLÓ, teljeskörűen felújított villát. Az ingatlan egy 836 m²-es ősfás, arborétumszerű kerttel rendelkezik, mely tökéletes privát életteret és kikapcsolódást nyújt mindezt LENYŰGÖZŐ PANORÁMÁVAL a Gellért-hegyre és a Szabadság-szoborra. Ideális többgenerációs otthonnak, vállalkozásra, befektetésre, vagy akár személyzet elhelyezésére is kényelmes megoldást kínál.

-Hasznos alapterület: 360 m² + 50 m² Home Office
-Telek: 836 m², parkosított, teraszos kialakítás
-Szintek: 3 lakószint + u..."|https://ingatlan.com/34883662|410 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|6.4|0.0|0.0|0|0|0|1|0|1|0|0|10.2|0.0|10.2|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4758673|19.0139532|Budapest XI. kerület, Brassó út|Budapest prémium kerület|1.3
43|Budapest XI. kerület, Sasad||475 M Ft||383 m2|1 240 208 Ft / m2|5|2001 és 2010 között||újszerű|hőszivattyú, padlófűtés, fan-coil||önálló garázs - benne van az árban|ingatlaniroda|30|"Exkluzív 3 szintes Villa minimális rezsivel Sasadon eladó!

- Komplett energetikai korszerűsítés
- Hőszivattyú, padlófűtés, fan-coil és napkollektorok
- 345 m2 nettó alapterület 
- Nagy teraszok (52 m2 + 25 m2)
- Gyönyörű panoráma
- 3 szint, 5 szoba, 4 fürdőszoba
- 1300 m2-es örökpanorámás telek
- Pompázatos kerttel
- Feszített víztükrös medence (7x4 m) és szauna
- Okos vezérlőrendszer
- 30 m2 tárolóval
- 3 autós garázs fűthető felhajtóval
- Csendes, nyugodt környezet

Ajánlom kitűnő elhelyezkedése, energiahatékonysága és exkluzív kialakítása miatt nagykövetségeknek, diplomáciai rezidenciáknak vagy igényes családoknak.

ELHELYEZKEDÉS:
Sasadon, csendes, nyugodt környezetben található.
Gyönyörű panoráma, intim kert gyümölcsfákkal és örökzöldekkel.

Infrastruktúra:
- Etele Pláza 10 perc autóv..."|https://ingatlan.com/34697455|383 m2||||||||||||||||||||9.0|4.0|0.0|7.6|0.0|3.2|0.0|-2.0|1|1|0|1|0|1|0|1|23.8|2.0|21.8|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4735156|19.0077598|Budapest XI. kerület, Sasad|Budapest prémium kerület|1.3
44|Budapest XI. kerület, Oltvány utca 50.||349,90 M Ft||279 m2|1 254 121 Ft / m2|6|2001 és 2010 között||jó állapotú|gázkazán||teremgarázs hely - benne van az árban|ingatlaniroda|26|"2000-ben épült 6 szobás, 3 szintes , kertkapcsolatos, duplakomfortos ,napelemmel felszerelt, gyönyörű ikerház Sasadon a nyugalom szigetén!
Madárcsicsergés, nyugalom , privát szféra, kiváló lokáció, dupla garázs, saját kert.....néhány olyan tulajdonság amivel az ingatlan büszkélkedhet.
Ez a kiváló tervező tervei alapján készült ház, megannyi előnye és tökéletes elhelyezkedése mellett, minden igényt kielégítve várja új tulajdonosát. Nagy méretű terasza és szobái, két fürdőszobája és plussz egy zuhanyzója lehetővé teszi , nagy családok és több generáció együttélését egyaránt.
2021-ben 5.92 kWh, 16 tábla napelem felszerelése teljesen optimalizálta a rezsiköltséget.
Nagy teljesítményű gázkazán és hűtő-fűtő klíma is gondoskodik a kellemes hőérzetről.
A hőszivattyú kiépítése megoldható, ha valaki..."|https://ingatlan.com/34719777|279 m2||||||||||||||||||||13.5|0.0|0.0|0.0|2.8|0.0|0.0|-2.0|1|0|0|0|1|0|0|1|16.3|2.0|14.3|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4745933|18.9996924|Budapest XI. kerület, Oltvány utca 50.|Budapest prémium kerület|1.3
45|Budapest XI. kerület, Sashegy||599 M Ft||410 m2|1 460 975 Ft / m2|12|1950 előtt||felújított|hőszivattyú||udvari beálló|ingatlaniroda|21|"ELADÓ PANORÁMÁS LUXUS VILLAHÁZ Budapest XI. kerületében a Sas-hegy.

A természet ölelésében, mégis karnyújtásnyira a város szívétől, kínáljuk eladásra ezt a 360 m²-es, 5 KÜLÖN LAKRÉSZBŐL ÁLLÓ, teljeskörűen felújított villát. Az ingatlan egy 836 m²-es ősfás, arborétumszerű kerttel rendelkezik, mely tökéletes privát életteret és kikapcsolódást nyújt mindezt LENYŰGÖZŐ PANORÁMÁVAL a Gellért-hegyre és a Szabadság-szoborra. Ideális többgenerációs otthonnak, vállalkozásra, befektetésre, vagy akár személyzet elhelyezésére is kényelmes megoldást kínál.

-Hasznos alapterület: 360 m² + 50 m² Home Office
-Telek: 836 m², parkosított, teraszos kialakítás
-Szintek: 3 lakószint + utcaszinti irodablokk
-Összesen: 6 önálló lakrész, 3 privát terasz, 6+ szoba, több fürdőszoba
-Földszint: 3 külön bejáratú, kom..."|https://ingatlan.com/34872158|410 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4814673|19.0206665|Budapest XI. kerület, Sashegy|Budapest prémium kerület|1.3
46|Budapest XI. kerület, Dayka Gábor utca||370 M Ft||352 m2|1 051 136 Ft / m2|5 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|14|"Egyedi dizájnos tervek alapján kiváló minőségben megépített 352 m²-es nagyságban, háromszintes 7 szobás ingatlan eladó,A ház tökéletes választás lehet azok számára, akik zöld csendes környezetet keresik Az ingatlan délnyugati tájolású, így a napfényben úszó ablakok mellett, a nagyvonalú teraszok és erkélyek is hozzájárulnak az otthon érzetéhez.Egyedivé teszi a házat a nappali nagy belmagassága ,a szobák belső építész által tervezett különleges kialakítása.A ház alatt 2 nagyméretű garázs lett kialakítva. Fittnes terem is kialakítható!

Az ár irányár!
Referencia szám: HZ062152"|https://ingatlan.com/34450995|352 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4774916|19.0136344|Budapest XI. kerület, Dayka Gábor utca|Budapest prémium kerület|1.3
48|Budapest XI. kerület, Kelenföld||249 M Ft||120 m2|2 075 000 Ft / m2|5|2021||újszerű|gázkazán|||ingatlaniroda|20|"Prémium minőségű, teljes körűen felújított, 120 m²-es családi otthon eladó a XI. kerület zöldövezetében, garázzsal és hatalmas kerttel!

A XI. kerület egyik csendes, zöld utcájában kínálunk eladásra egy világos, 120 m²-es, nappali + 4 külön nyíló hálószobás, 2 fürdőszobás lakást, saját garázzsal és közel 1100 m²-es közös használatú kerttel.

Az ingatlan egy kétlakásos épület jól elszeparált lakrésze, amely 2021-ben teljes körű felújításon esett át. A felújítás során semmilyen kompromisszum nem született – minden prémium minőségben és tulajdonosi igények szerint valósult meg:

új betonalap és válaszfalak,

modern padlófűtés,

korszerű elektromos hálózat,

vízlágyítóval ellátott központi vízrendszer,

15 cm-es homlokzati szigetelés, üveggyapottal kombinált gipszkarton álmennyezetek,

3 réteg..."|https://ingatlan.com/34907321|1097 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|10.8|0.0|10.8|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.463643|19.0335531|Budapest XI. kerület, Kelenföld|Budapest prémium kerület|1.3
50|Budapest XI. kerület, Kelenvölgy||170 M Ft||118 m2|1 440 677 Ft / m2|4|2025||újszerű|hőszivattyú, padlófűtés||önálló garázs - kötelező megvenni|ingatlaniroda|11|"Budapest11 ker Kelenvölgy családiházas gyönyörű zöld környezetében eladó ez a 2szintes, energiatakarékos ikerház jellegű lakóingatlan.
Az 3-es ingatlanban kialakításra került:
Em szintjén: br 45 nm es(nettó 35 nm):3 hálószoba, fürdőszoba, előszoba található
A leszeparált saját kert 150 nm.
Műszaki tartalom:
-IGÉNYES, MINŐSÉGI KIVITELEZÉSŰ, tágas, világos, jó beosztású A+ energiabesorolású
-hőszivattyús fűtés-H tarifás: mennyezet hűtés és padló fűtés formájában, szintenkénti termosztáttal
- 3 rétegű fehér nyílászárók, redőny és szúnyogháló,
-fehér igényes CPL es belsőajtók és biztonsági bejárati ajtó
- riasztórendszer kiállás,
-prémium kategóriás külső-belső burkolat,
- elektromos működtetésű kapunyitók, kaputelefon, stb.
-Napelem előkészítése becsövezése megtörtént
-oldal falon 15 cm hőszi..."|https://ingatlan.com/34829279|150 m2||||||||||||||||||||13.5|0.0|7.0|3.8|0.0|0.0|2.5|0.0|1|0|1|1|0|0|1|0|26.8|0.0|26.8|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.449382|19.0225258|Budapest XI. kerület, Kelenvölgy|Budapest prémium kerület|1.3
53|Budapest XI. kerület, Táncos utca||215 M Ft||270 m2|796 296 Ft / m2|5 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|21|"KIZÁRÓLAG IRODÁNK ÁLTAL MEGTEKINTHETŐ!

Őrmezőn csendes zsákutcában eladó egy ikerház fél. 1996-ban épült, azóta folyamatosan karbantartott ház, jó állapotú, borovifenyő külső nyílászárókkal. A földszinten inverteres hűtő/fűtő klímával, padlófűtéssel, kandallóval az emeleteken radiátorokkal lehet fűteni melyhez 3 éves cirkó kazán adja a meleget A melegvíz ellátásról külön átfolyós gázbojler áll rendelkezésre. A telek 420 nm. Gondozott kertben szalonna sütő hely lett kialakítva egy szaletlivel. Több autó számára van beállási lehetőség a ház melletti udvari részen, ahova az utcáról elektromos kapun keresztül lehet bejutni.
Az ingatlan 4 szintes. A pinceszinten található a garázs, ahova 2 autóval kényelmesen be lehet állni, ezenkívül, tárolók, mosókonyha, fürdőszoba található. 380 volt is ren..."|https://ingatlan.com/34821932|270 m2||||||||||||||||||||4.5|0.0|0.0|0.0|2.8|0.0|0.0|0.0|1|0|0|0|1|0|0|0|7.3|0.0|7.3|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4618649|19.0102452|Budapest XI. kerület, Táncos utca|Budapest prémium kerület|1.3
54|Budapest XI. kerület, Kelenvölgy||169 M Ft||118 m2|1 432 203 Ft / m2|4|2025||újszerű|hőszivattyú, padlófűtés||önálló garázs - kötelező megvenni|ingatlaniroda|20|"Budapest11 ker Kelenvölgy családiházas gyönyörű zöld környezetében eladó ez a 2szintes, energiatakarékos ikerház jellegű lakóingatlan, megfelelő lehet az uj 3% os hitelfeltételeknek is!!!!!!
Az 3-es ingatlanban kialakításra került:
Nappali kert szint :45nm es : amerikai konyha nappali étkezővel + 11,4nm terasz -kert kapcsolattal, fürdőszoba került kialakításra
Em szintjén: br 45nm es (nettó35nm):3 hálószoba, fürdőszoba, előszoba található
A leszeparált saját kert 150nm
Műszaki tartalom:
-IGÉNYES, MINŐSÉGI KIVITELEZÉSŰ, tágas, világos, jó beosztású A+ energiabesorolású
-hőszivattyús fűtés-H tarifás: mennyezet hűtés és padló fűtés formájában, szintenkénti termosztáttal
- 3 rétegű fehér nyílászárók, redőny és szúnyogháló,
-fehér igényes CPL es belsőajtók és biztonsági bejárati ajtó
- riasztór..."|https://ingatlan.com/34804923|150 m2||||||||||||||||||||9.0|0.0|3.5|0.0|0.0|0.0|2.5|0.0|1|0|1|0|0|0|1|0|15.0|0.0|15.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.449382|19.0225258|Budapest XI. kerület, Kelenvölgy|Budapest prémium kerület|1.3
55|Budapest XI. kerület, Kelenföld||399,90 M Ft||320 m2|1 249 687 Ft / m2|6|1981 és 2000 között||jó állapotú|gázkazán, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|11|"Eladó Budán egy 6 szobás, nettó 320 nm alapterületű, 3 szintes családi ház gyönyörűen gondozott kerttel, és egy kétállásos garázzsal!
Jellemzői:
- kimagaslóan előnyös az elhelyezkedése, az Etele Plázától, és a Bikás parktól sétatávolságra helyezkedik el, mégis rendkívül csendes és nyugodt környezetben - tömegközlekedés, boltok és bevásárlóközpontok, gyógyszertárak karnyújtásnyira találhatók
- a telek területe 662 nm
- a házhoz tartozik egy kétállásos garázs is
- 1997-ben épült, tégla építésű
- hűtő-fűtő klímával ellátottak a helyiségek, az elektromos hálózat biztonságos, rézvezetékekkel ellátott
- fűtését az említett klímákon kívül gázkazán biztosítja, padlófűtéssel, radiátoros hőladással
- az ingatlan műanyag nyílászárókkal és redőnyökkel is felszerelt

Felosztása 3 szintes, melyek a köve..."|https://ingatlan.com/34102968|320 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.463643|19.0335531|Budapest XI. kerület, Kelenföld|Budapest jó lokáció|1.1
56|Budapest XI. kerület, Botfalu utca||399 M Ft||300 m2|1 330 000 Ft / m2|12|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|15|"Ingatlancsere -beszámítás lehetősége!
Sasadon három különálló lakásként is használható családi ház eladó. Az ingatlan azonnal birtokba vehető! Ami a kényelmes élethez szükséges, itt minden megtalálható, kialakítható."|https://ingatlan.com/34832261|300 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4755944|19.0060666|Budapest XI. kerület, Botfalu utca|Budapest prémium kerület|1.3
57|Budapest XI. kerület, Kelenföld - Nádorliget-lakópark||320 M Ft||152 m2|2 105 263 Ft / m2|7|2020||újszerű|gázkazán, kályha||udvari beálló - benne van az árban|ingatlaniroda|21|"Otthon, ahol a múlt szépsége találkozik a jelen kényelmével

Miért különleges ez az ingatlan?
Ez nem csupán egy ház, hanem egy hangulatos, szerethető otthon, amelyet igényes kialakítása és egyedülálló atmoszférája tesz különlegessé. Tökéletes választás családnak, nyugalomra és minőségre vágyóknak.

Az ingatlan főbb jellemzői:
- Alapterület: 152 nm + 272 nm telek
- Helyiségek: tágas nappali-étkező + 6 külön nyíló szoba
- Fürdőszobák: 2 db, jól felszereltek
- Pince: praktikus tárolásra, hobbitevékenységhez

Világos, otthonos terek:
- Nyugati tájolás – napfényes, meleg hangulatú helyiségek
- Egyedi fa nyílászárók – természetes karakter, kiváló szigetelés

Modern technika és rusztikus stílus harmóniája:
- Inverteres klímák – energiatakarékos hűtés-fűtés
- Gázkazános fűtés – megbízható és korsz..."|https://ingatlan.com/34530003|272 m2|B|||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|4.5|0.0|4.5|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.467757|19.047818|Budapest XI. kerület, Kelenföld - Nádorliget-lakópark|Budapest jó lokáció|1.1
