id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
39|Budapest II. kerület, Országút||199 M Ft||134 m2|1 485 074 Ft / m2|4||4|felújított|padlófűtés, hűtő-fűtő klíma|||ingatlaniroda|17|"Megvételre kínálunk Budapest II.kerületében, a Margit híd közelében, egy negyedik emeleti, 134 m2-es, 4 szobás, igényesen felújított és berendezett lakást, 3 fürdőszobával, 2 gardróbbal.

Az ingatlan a 4-ik emeleten helyezkedik el. Pár évvel ezelőtt egy belsőépítész által újragondolt alaprajz szerint, magas minőségben és kiváló anyagokkal teljes körű felújításon esett át, ízlésesen be lett rendezve és jól jövedelmező Airbnb-s lakásként 90-95%-os foglalással üzemel. Alapterülete 134 m2.
Elosztása: amerikai konyhás nappali, 3 hálószoba, 2 gardrób, 3 fürdőszoba, háztartási helyiség, előtér, közlekedő.
Az otthon melegéről modern elektromos padlófűtés gondoskodik. Minden szobában hűtő-fűtő klíma is található.
Az ablakok fából vannak, dupla thermo üvegezéssel.Az árnyékolásról elektromos aluminiu..."|https://ingatlan.com/34473858|||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
40|Budapest XII. kerület, Krisztinaváros||199 M Ft||116 m2|1 715 517 Ft / m2|5|1950 előtt|3|újszerű|padlófűtés, mennyezeti hűtés-fűtés|||ingatlaniroda|29|"Elegáns, hangulatos, igényes, 116 nm-es, nappali + 4 szobás lakás eladó Budapest XII. kerületében, a Győri úton, nagyszerű panorámával a Budai várra.

A lakás egy nagypolgári liftes ház 3. emeletén helyezkedik el.

Az építész-lakberendező házaspár 2022-ben teljeskörűen átépítette a remek alapadottságú lakást.

Padlótól mennyezetig visszabontva újították fel az ingatlant.
Így kerülhetett kialakításrakorszerű padlófűtés és hőszivattyús mennyezeti hűtés is.

Impozáns, 340 cm-es belmagassága lehetőséget nyújtott tágas terek, s galériázott gyerekszobák kialakítására.
Hatalmas ablakaiból páratlan kilátás nyílik a Naphegyre.

Stílusos, minőségi otthonná varázsolták ezt a nem mindennapi elrendezésű ingatlant, gondosan ügyelve minden részletre.

Az amerikai konyhás étkező - nappali a lakás szíve, a..."|https://ingatlan.com/34914214|||||||||||||||||||||9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|9.0|0.0|9.0|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.4993632|19.027497|Budapest XII. kerület, Krisztinaváros|XII. ker. Krisztinaváros|1.25
41|Budapest II. kerület, Országút||129,90 M Ft||70 m2|1 804 166 Ft / m2|3|1950 előtt|6|felújított|házközponti|4 m2|utca, közterület|ingatlaniroda|13|II. kerületben, közvetlenül a Mechwart liget mellett eladó egy 70m2-es, nappali + 2 hálószobás frissen felújított lakás. A korszerűsítés és az átalakítási munkálatok mindent érintettek műszaki és esztétikai értelemben egyaránt, valamint teljes mértékben be lett bútorozva, ami a vételár részét képezi. Elhelyezkedését tekintve a 6. emeleten található, 1 emelet van még felette. A szobák utcára és a belső udvarra néznek, illetve az egyik helyiséghez egy 4m2-es erkély is tartozik, panorámás kilátással. Ideális szerkezeti alakíthatóságának köszönhetően 2 fürdőszoba kialakítására is volt lehetőség az ingatlanban, ami méginkább növeli a leendő tulajdonos komfortérzetét. A fűtést a házban található központi kazán biztosítja, melynek fogyasztási költségét tartalmazza a közös költség a vízdíjjal együ...|https://ingatlan.com/34819444|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|II. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
42|Budapest II. kerület, Bem rakpart 42.||197,77 M Ft||116 m2|1 704 913 Ft / m2|3|1950 előtt|földszint|jó állapotú|gázkazán||utca, közterület - fizetős övezet|ingatlaniroda|26|"II. kerület, Bem rakparton, panorámás, 116 négyzetméteres, földszinti, 3 szoba, hallos, felújítottnak tekinthető, nagyon jó állapotú, gyönyörű lakás, eladó.
A lakás szobái, élhető, kényelmes méretűek, nagy belmagasságúak, galériázhatóak, akár álló galériával is. A presztizs értékű otthon belmagassága 4,3 méter, régi, polgári házban, egy igényes lakás.
Ha modernizálná, akár duplex is kialakítható, a belmagasság miatt a lehetőségek adottak.
A konyha tágas, 15 négyzetméter. A szobák, 15 négyzetméter, 20 négyzetméter, és a nappalija 33 négyzetméteresek az otthonnak. A fürdő, és a WC külön is vannak, és egyben is. A hallja a lakásnak 14 négyzetméteres, több célra hasznosítható. A lakáshoz tartozik egy 9 négyzetméteres tároló, de van a lakásban egy kis kamra is.
A villanyvezetékek felújítottak, ..."|https://ingatlan.com/34833642||F|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5098238|19.0390494|Budapest II. kerület, Bem rakpart 42.|Budapest prémium kerület|1.3
43|Budapest XII. kerület, Krisztinaváros||64,90 M Ft||50 m2|1 298 000 Ft / m2|3|1950 előtt|földszint|jó állapotú|||utca, közterület|ingatlaniroda|11|"Eladó egy 50 m²-es, nappali + 2 szobás földszinti lakás kiváló lokációval, a Kék Golyó utcánál!
Ez a hangulatos földszinti lakás ideális választás lehet bárkinek, aki szeretne központi helyen, mégis csendes környezetben élni. A lakás bejárata és déli fekvésű, napfényes nappalija a társasház belső, zöld kertjére néz, ahol akár egy kellemes kis kiülős részt is kialakíthatunk.

A lakásban a nappalin kívül, két szoba található, az egyikben galéria növeli a hasznos alapterületet. A nagy méretű ablakoknak köszönhetően a lakás két irányból is kap természetes fényt, ami kellemes, világos életteret biztosít.

A konyha és a fürdőszoba az elmúlt évek során megújult, a fűtésről gázkonvektorok gondoskodnak. A fotókon látható kályha design elemként funkcionál, a további berendezés az új tulajdonos fantá..."|https://ingatlan.com/34748770|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.4993632|19.027497|Budapest XII. kerület, Krisztinaváros|XII. ker. Budai hegyek - Villa negyed|1.4
44|Budapest II. kerület, Lövőház utca||185 M Ft||80 m2|2 312 500 Ft / m2|3|2001 és 2010 között|3|újszerű|házközponti egyedi méréssel||teremgarázs hely - megvásárolható|ingatlaniroda|21|"2. kerületben, a Mammut bevásárlóközpont mellett, 2004-ben épült társasházban, 3. emeleti, újszerű, igényesen kialakított, 80 m2-es lakás eladó.
Található benne: amerikai konyhás nappali, 2 hálószoba, kis dolgozószoba, zuhanyzós fürdőszoba, külön WC kézmosóval.
Teremgarázs-beálló vásárolható hozzá."|https://ingatlan.com/34916073|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5099751|19.0244819|Budapest II. kerület, Lövőház utca|Budapest prémium kerület|1.3
45|Budapest II. kerület, Országút||99,90 M Ft||63 m2|1 573 228 Ft / m2|1 + 3 fél|1950 előtt|2|felújított|gázkazán, hűtő-fűtő klíma|1 m2|utca, közterület - fizetős övezet|ingatlaniroda|22|Eladóvá vált egy gyönyörűen felújított - átépített, 63 m²-es, amerikai konyhás nappali + 3 hálószobás lakás a Széll Kálmán téren! Az ingatlan napfényes, erkélyes és kitűnő közlekedési adottságai miatt irodai, vagy orvosi rendelő célokra is kitűnően alkalmas!A lakás belső elrendezése nagyon praktikus: a dekoratív, ragyogó napfényes amerikai konyhás nappali ad helyet a társas életnek, a három külön bejáratú hálószoba (melyből egy utcai-, kettő pedig udvari nézetű) privát elvonulási lehetőséget, vagy akár nyugodt munkaterületet biztosít több fő részére. A fürdőszoba szép nagy méretű és ablakos, valamint gardrob helyiség is van. Bár forgalmas úton helyezkedik el a ház, a lakás mégis rendkívül jól hangszigetelt, csendes és a kilátás a térre - a nemrég felújított, Postapalotaként ismert épülette...|https://ingatlan.com/34579068|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
46|Budapest II. kerület, Margit körút 5.||184,90 M Ft||128 m2|1 411 450 Ft / m2|4|1950 előtt|2|jó állapotú|gázkazán|6 m2|utca, közterület - fizetős övezet|ingatlaniroda|13|"Lehetőségek tárháza egy Ingatlanban!

Budapesten a II. Kerületben a Margit híd budai hídfőnél egy 2.emeleti 3 hálószoba+nappalis, dupla komfortos, nagyerkélyes, örökpanorámás nagypolgári, 3,9 méteres belmagassággal és alacsony rezsivel rendelkező Otthon várja új családját.
Az ingatlanban kialakított tágas terek , kényelmesen kialakított helyiségek könnyen lehetővé teszik egy nagyobb csalàd együttélését is.
A meglévő bejárati ajtó mellett rendelkezésre áll egy másik bejárati ajtó is, ami jelenleg gipszkartonnal van befalazva, ennek megnyitásával két külön bejárattal rendelkezik az ingatlan. Elrendezésének köszönhetően kisebb anyagi ráfordítással két külön ingatlanná lehet alakítani, amely befektetési szempontból is kiváló.

A lakásban 2013-ban teljeskörű vezetékcsere történt , nyílászárói r..."|https://ingatlan.com/34692270|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5140907|19.0353302|Budapest II. kerület, Margit körút 5.|Budapest prémium kerület|1.3
47|Budapest XII. kerület, Krisztinaváros||127 M Ft||102 m2|1 227 053 Ft / m2|3|1950 előtt|1|felújított|gázkazán|3 m2|utca, közterület|ingatlaniroda|14|"INGATLAN HELYSZÍNE
Az ingatlan Budapest XII. kerületének egyik legkeresettebb részén a MOM Park közelében helyezkedik el. A környéken a közlekedés kiváló, számos szolgáltatás és szabadidős lehetőség elérhető. A Déli pályaudvar, a Városmajor és a MOM Kulturális Központ mind pár perces sétára található, miközben a környék iskolái, óvodái és közintézményei ideális lakókörnyezetet teremtenek családok, fiatalok és idősek számára egyaránt.


ÉPÜLET JELLEMZŐI
Az első emeleti lakás egy rendezett, jó állapotú 4 szintes lifttel felszerelt társasházban található. Az épület szerkezeti adottságai révén a lakás csendes, miközben kiváló tájolása miatt napfényes. A társasház környezete rendezett, a közös terek karbantartottak, és a ház közössége összetartó.


LAKÁS JELLEMZŐI
A 102 négyzetméteres, 3,5 méte..."|https://ingatlan.com/34604395|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.4993632|19.027497|Budapest XII. kerület, Krisztinaváros|XII. ker. Belváros|1.0
48|Budapest II. kerület, Szász Károly utca||146 M Ft||109 m2|1 339 449 Ft / m2|3 + 1 fél|1950 előtt|1|jó állapotú|gázkazán||utca, közterület - fizetős övezet|ingatlaniroda|14|"***Eladó BUDA SZÍVÉBEN, 2. kerület VÍZIVÁROS egyik kedvelt utcájában egy 109 nm-es, 1 nappali 2,5 hálószobás TÁGAS, nagyvonalú terekkel rendelkező, kiválóan alakítható NAGYPOLGÁRI LAKÁS szép állapotú, belső KERTTEL rendelkező házban!
Családoknak kényelmes, modern életviteli lehetőség!***

A LAKÁS ELHELYEZKEDÉSE:
Tökéletes lokáció! 1-5 perc sétára megtalálható minden, ami a mindennapi életet kényelmessé teszi: bevásárlóközpont, piac, éttermek, pékségek, kávézók, boltok és közlekedési csomópontok (SZÉLL KÁLMÁN tér, budai fonódó villamoshálózat)
A környéken számos minőségi óvoda, iskola, játszótér és park (MILLENÁRIS, VÁROSMAJOR) is gyalogosan elérhető.
A pezsgő kulturális életet a közelben található színházak, kiállítóközpontok (Marczibányi Téri Művelődési központ, Budai Táncklub, Nemzeti Tá..."|https://ingatlan.com/34776982|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5108032|19.0324206|Budapest II. kerület, Szász Károly utca|Budapest prémium kerület|1.3
49|Budapest XII. kerület, Krisztinaváros - Városmajor||131,35 M Ft||60 m2|2 189 166 Ft / m2|3|2024|4|új építésű|hőszivattyú, mennyezeti hűtés-fűtés|||ingatlaniroda|20|"KIVÉTELES LOKÁCIÓ!

A XII. kerület városhoz közeli részén, a Kissvábhegy lábánál, tetőtéri új építésű lakások utolsó elérhető lakása!

A ház teljesen új arculatot kapott, külső-belső homlokzat felújításra került, liftet kapott, tetőcsere és hálózati kábel cserék megtörténtek, és ezáltal a tetőtérbeépítés eredményeként 10 új lakás került kialakításra.

Műszaki felszereltsége kiváló - csatoltam mellékletben, illetve kiemelnék pár fontos tényezőt:
- lakásonként saját Daikin típusú levegő-víz hőszivattyú (padlófűtés, mennyezet hűtés-fűtés) - H tarifás elszámolás
- alumínium - fa 3 rétegű nyílászárók
-kiváló burkolatok,szaniterek, belső ajtók
-gépesített konyhabútor
-okosotthon rendszer
-elektromos redőny

Lokáció:
Egy rövid sétára található
- a Városmajor parkosított része (játszótér, futópály..."|https://ingatlan.com/33584355|||||||||||||||||||||4.5|0.0|3.5|0.0|0.0|0.0|0.0|0.0|1|0|1|0|0|0|0|0|8.0|0.0|8.0|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.5062479|19.0164794|Budapest XII. kerület, Krisztinaváros - Városmajor|XII. ker. Budai hegyek - Villa negyed|1.4
50|Budapest XII. kerület, Krisztinaváros - Városmajor||132,53 M Ft||61 m2|2 172 622 Ft / m2|3|2024||új építésű|hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés|||ingatlaniroda|13|"KIVÉTELES LOKÁCIÓ!

A XII. kerület városhoz közeli részén, a Kissvábhegy lábánál, tetőtéri új építésű lakások utolsó elérhető lakása!

A ház teljesen új arculatot kapott, külső-belső homlokzat felújításra került, liftet kapott, tetőcsere és hálózati kábel cserék megtörténtek, és ezáltal a tetőtérbeépítés eredményeként 10 új lakás került kialakításra.

Műszaki felszereltsége kiváló - csatoltam mellékletben, illetve kiemelnék pár fontos tényezőt:
- lakásonként saját Daikin típusú levegő-víz hőszivattyú (padlófűtés, mennyezet hűtés-fűtés) - H tarifás elszámolás
- alumínium - fa 3 rétegű nyílászárók
-kiváló burkolatok,szaniterek, belső ajtók
-gépesített konyhabútor
-okosotthon rendszer
-elektromos redőny

Lokáció:
Egy rövid sétára található
- a Városmajor parkosított része (játszótér, futópály..."|https://ingatlan.com/33756419|||||||||||||||||||||4.5|0.0|3.5|0.0|0.0|0.0|0.0|0.0|1|0|1|0|0|0|0|0|8.0|0.0|8.0|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.5062479|19.0164794|Budapest XII. kerület, Krisztinaváros - Városmajor|XII. ker. Budai hegyek - Villa negyed|1.4
51|Budapest II. kerület, Keleti Károly utca||224,90 M Ft||135 m2|1 617 985 Ft / m2|4|1950 előtt|2|jó állapotú|házközponti|8 m2|utca, közterület|ingatlaniroda|27|"II. Kerület KÖZKEDVELT részén kínálok ELADÁSRA a KELETI KÁROLY utcában (ISMERT MAILÁTH HÁZBAN) egy 4 szintes RENDEZETT RENDSZERETŐ TÁRSASHÁZ 2. emeltén egy 135 nm-es, JÓ ÁLLAPOTÚ, 4 SZOBÁS, ERKÉLYES (8nm), CSENDES, NAPFÉNYES, DÉLI TÁJOLÁSÚ lakást.

-KÍVÁLÓ ELOSZTÁSÁNAK KÖSZÖNHETŐEN KÖNNYEDÉN KIALAKÍTHATÓ TOVÁBBI 1 HÁLÓSZOBA-

Fűtés: Házközponti

-SAJÁT TÁROLÓ-

-TEHERMENTES-

Házról:

A gróf Mailáth József által építtetett egykori historizáló szállodabérház és ikerbérházak 1929-ben épültek fel. Az együttes Rainer Károly építész egyik legjelentősebb műve. A harmincas évek elejétől a szállodabérház aljában működött Rózsadomb étterem és kávéház kedvelt találkozóhelye volt a budai úri közönségnek: francia konyha, párizsi hangulat, tánc minden este.

-(Tulajdonos adott esetben előnyben részesít..."|https://ingatlan.com/34611577|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5121292|19.0284107|Budapest II. kerület, Keleti Károly utca|Budapest prémium kerület|1.3
52|Budapest II. kerület, Vitéz utca||195 M Ft||111 m2|1 700 087 Ft / m2|4|1981 és 2000 között|2|jó állapotú|gázkazán|7.4 m2|teremgarázs hely - kötelező megvenni|ingatlaniroda|12|"Kivételes lehetőség a II. Vitéz utcában!
Liftes társasházban ajánlom ezt a remek erkélyes, második emeleti lakást!
Az ingatlan 111nm+7.4nm erkély.
Beosztása: Előszoba , kettő hálószoba ,kettő fürdőszoba, külön konyha, nappali-étkező-erkély.
A lakás jelenleg kettő hálószobás, de az eredeti állapot, a három hálószoba könnyen vissza alakítható.
Az erkélyről, oldalról látható a Duna!
Az ingatlanhoz tartozik a egy teremgarázs beálló és egy 7nm-es tároló, ennek az értéke 20M Ft. megvásárlása kötelező.
Remek lehetőség azoknak akik egy igazi otthont keresnek egy kivételes helyen!
Minden korosztálynak tökéletes választás!
Jöjjön el nézze meg!
Ebben nem fog csalódni!
Várom megtisztelő hívását!"|https://ingatlan.com/34862726|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5091407|19.0370296|Budapest II. kerület, Vitéz utca|Budapest prémium kerület|1.3
53|Budapest II. kerület, Buday László utca||185 M Ft||144 m2|1 284 722 Ft / m2|5|1950 előtt|3|felújított|gázkazán||utca, közterület|ingatlaniroda|25|"Igényesen felújított 5 szobás, 3 fürdőszobás lakás Rózsadomb aljánál!

Rózsadomb alján, Mechwart ligethez közel, a Buday László utcában, eladó egy belső kétszintes, teljeskörűen, igényesen felújított, 3. emeleti, nettó 144nm-es (bruttó 177nm), 5 szobás, 3 fürdőszobás, világos, csendes, tehermentes, üres, azonnal költözhető lakás.
Az emeleti szobákból háromban tágas galéria került kialakításra. A lakás minden szobája klimatizált. Közösköltsége: 56.384 Ft. A ház jó anyagi helyzetben áll, rendelkezik megtakarítással. A társasház pályázat útján nyert támogatásból, a belső udvarát felújították. 2025-ben a ház cserépfedését cserélik le melyre szintén rendelkezésre áll a ház anyagi forrása. A környéken kiváló tömegközlekedés és infrastruktúra. 4-6-os villamos megállója 7 perc sétára. Duna, Margit..."|https://ingatlan.com/34305142|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|-2.0|0|0|0|0|0|0|1|1|2.5|2.0|0.5|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.51316|19.031418|Budapest II. kerület, Buday László utca|Budapest prémium kerület|1.3
54|Budapest XII. kerület, Schwartzer Ferenc utca||64,90 M Ft||50 m2|1 298 000 Ft / m2|3|1950 előtt|földszint|jó állapotú|gáz (konvektor)||utca, közterület - fizetős övezet|ingatlaniroda|4|"Befektetésnek, vagy akár minden korosztály számára lakhatásként is ajánlott.
12. kerület Krisztinaváros egyik mellékutcájában Schwartzer Ferenc utcában 4 emeletes társasház földszintjén található 50 m2 három szobás öröklakás eladó.
Az épület műszaki állapota korának megfelelő. ( részben felújított )
A társasház rendezett jogi háttérrel, és összetartó lakóközösséggel rendelkezik. A társasház jó anyagi helyzetének köszönhetően külső körfolyosó felújítása már megtörtént.
A lakás részben felújított, ( elektromos hálózat , és a kültéri és beltéri nyílászárók eredetiek. )
jelenlegi beosztása az alábbi:
nappali: 18 m2
két hálószoba amelyből az egyik fekvő galériás: 8, illetve 9, 5 m2
konyha: 5 m2
fürdőszoba: 5 m2
közlekedő: 5 m2
A lakás fenntartási költsége:
fűtés: gázkonvektor, és elektromos ""no..."|https://ingatlan.com/34509110|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4998773|19.0237296|Budapest XII. kerület, Schwartzer Ferenc utca|XII. ker. Krisztinaváros|1.25
55|Budapest II. kerület, Országút||450 M Ft||125 m2|3 260 869 Ft / m2|4|2024|1|újszerű|hőszivattyú, mennyezeti hűtés-fűtés|26 m2|teremgarázs hely - megvásárolható|ingatlaniroda|17|"Eladó lakás 2024-ben épült házban, Belbudán a Rózsadomb lábánál.

Rózsadomb alsó, városias, ugyan közvetlenül Belbudához kapcsolódó, mégis teljesen zöldövezeti környezettel rendelkező részén kínálunk eladásra a Margit utcai parkra és városra panorámás, déli fekvésű lakást.

Az ingatlan alapterülete 125 nm, 25 nm terasszal és 1 nm tároló helységgel, melyben 3 hálószoba, 45+ nm-es amerikai konyhás nappali, két fürdőszoba, két gardrób, valamint kamra helység kerül kialakításra. A lakáshoz dupla beállós garázs (emelő – süllyeszthető beálló) tartozik, melyek ára 30 Millió Forint (15 Millió / beálló).

A földszint + 3 szintes épület megközelítése gépkocsival és gyalogosan egyaránt a Margit utca felől, a földszinten történik. Az épület földszintjén gépkocsi tároló és üzlethelyiség és a hozzá tart..."|https://ingatlan.com/34612215|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|0.0|0.0|0|0|0|0|0|1|0|0|6.4|0.0|6.4|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
56|Budapest II. kerület, Retek utca 5.||138 M Ft||84 m2|1 604 651 Ft / m2|3 + 1 fél|1950 előtt|2|felújított|gázkazán|4 m2|utca, közterület|ingatlaniroda|19|"A fiatal felnőttek számára ideális otthont keres? Budapest 02. kerületében, az Országút városrészben található, 84 nm-es, használt lakásunk tökéletes választás lehet Önnek. A lakás tulajdoni lapon 84m2, de valóságban 96,98m2.

A Retek utcában a Mammut mellett elhelyezkedő ingatlan egy felkapott környéken található, ahol a belvárosi élet minden előnyét élvezheti.
Az ingatlan állapota jó, amelynek köszönhetően azonnal költözhető, és a modern életstílushoz igazodó kényelmet biztosít.
A lakásban négy tágas szoba található, amelyek közül a nappali különösen figyelemre méltó a nagy belmagasságának és a világos, napfényes kialakításának köszönhetően.
Az amerikai konyhás, konyhaszigetes elrendezés lehetővé teszi a baráti összejövetelek és családi vacsorák kellemes lebonyolítását. Az ingatlan LED h..."|https://ingatlan.com/34871269|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5083132|19.0251502|Budapest II. kerület, Retek utca 5.|Budapest prémium kerület|1.3
57|Budapest XII. kerület, Krisztinaváros||148,90 M Ft||102 m2|1 408 037 Ft / m2|3|1950 előtt|földszint|jó állapotú|gázkazán|7.5 m2||ingatlaniroda|10|"Otthonra lelhet Krisztinaváros szívében!

Tágas, 102 m²-es, 3 szobás, teraszos lakás eladó, csendes belső kerttel, akár garzonként leválasztható résszel.

Összetartó lakóközösségnek köszönhetően az épület folyamatos karbantartva. Alacsony rezsi, kényelmes otthon többgyermekes családoknak vagy akár befektetésnek.

Megtekintés miatt vagy bővebb információért keressen a hét bármely napján!"|https://ingatlan.com/34850806|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.4993632|19.027497|Budapest XII. kerület, Krisztinaváros|XII. ker. Krisztinaváros|1.25
58|Budapest XII. kerület, Szamos utca||142,80 M Ft||94 m2|1 457 142 Ft / m2|3|1950 előtt|2|jó állapotú|házközponti|8 m2||ingatlaniroda|9|"Buda XII.ker Városmajor szívében Bauhaus 3 szobás erkélyes lakás eladó

Az ingatlan a Városmajor park szívében egy 1930-as években épült, egy liftes polgári Bauhaus épület 2. emeletén, található. A lakás 94 nm-es, 3 szoba + hall, két erkéllyel, zárt konyhával, kamrával, vendég mosdóval, házközponti fűtéssel, tárolóval eladó. A lakás praktikus elosztású, könnyen alakítható.

Azonnal költözhető."|https://ingatlan.com/34813091|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|XII. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.5070995|19.0186404|Budapest XII. kerület, Szamos utca|XII. ker. Belváros|1.0
60|Budapest II. kerület, Országút||529 M Ft||143 m2|3 369 426 Ft / m2|5|2025|földszint|új építésű|hőszivattyú, mennyezeti hűtés-fűtés|28 m2|teremgarázs hely - kötelező megvenni|ingatlaniroda|5|"Eladó földszinti prémium lakás kizárólagos kerthasználattal – Budapest II. kerület, Törökvész

Budapest egyik legkeresettebb, zöldövezeti részén, Törökvész kedvelt utcájában kínálunk eladásra egy 143 m²-es, földszinti, újépítésű luxuslakást, amely egy kislétszámú, 3 lakásos, exkluzív társasházban található.

A lakás prémium anyaghasználattal és modern gépészeti technológiával kerül kivitelezésre:
Levegő hőszivattyús rendszer
Felület hűtés-fűtés
Központi szellőztetőrendszer
3 rétegű alu-fa nyílászárók
Motoros árnyékolás
Loxon okosotthon vezérlés
Elektromos autótöltési lehetőség

Elosztás:
Tágas nappali étkezővel és nyitott konyhával
28 m²-es terasz és egy saját használatú, 277 m²-es kert
Szülői hálószoba gardróbbal és saját fürdőszobával
3 további hálószoba
Második fürdőszoba
Külön vendégmo..."|https://ingatlan.com/34919891|||||||||||||||||||||9.0|0.0|0.0|15.2|0.0|3.2|2.5|0.0|1|0|0|1|0|1|1|0|29.9|0.0|29.9|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
