id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
61|Budaörs, Pest megye||195 M Ft||175 m2|1 114 285 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|19|"Budaörs kedvelt utcájában 760nm-es telken, nappali + 4 szobás, panorámás, duplakomfortos, szinteltolásos családi ház garázzsal eladó.
Az alsó részen világos, teraszkapcsolatos nappali kandallóval, gépesített konyha kamrával, nagy étkezővel, terasz kapcsolattal, szülői háló saját fürdőszobával, tágas előszoba beépített szekrényekkel, mosókonyha, vendég WC és társalgó található. A felső szinten lévő két hálószoba közül az egyikben egy konyha került kialakításra, ezért az ingatlan akár kétgenerációsként is használható. Az épület oldalánál egy 2x15nm-es tároló / műhely kapott helyet. A gépkocsik számára egybeállásos garázs és négy kocsibeálló – melyből az egyik fedett – áll rendelkezésre.
Nyugodt környék, jó levegő, elvehetetlen panoráma, kiváló közlekedés. Ajánljuk gyerekes családoknak, ottho..."|https://ingatlan.com/34663055|760 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
62|Budaörs, Pest megye||595 M Ft||252 m2|2 361 111 Ft / m2||2026||új építésű|hőszivattyú||önálló garázs - benne van az árban|ingatlaniroda|9|"Budaörsön gyönyörű panorámás, nappali + 4 szobás, új építésű, luxus kivitelezésű, napelemekkel felszerelt, hőszivattyús fűtésű, padlófűtéses, mennyezet hűtéses, hő-visszanyerős levegő szellőztetésű, rendkívül alacsony rezsijű úszómedencés családi ház, elektromos töltési lehetőséggel ellátott duplagarázzsal, 684nm-es telken eladó.
A földszinten tágas, nagy belmagasságú, két irányban kertkapcsolatos nappali, étkező, amerikai konyha, szülői háló saját fürdőszobával, és vendég WC kerül kialakításra. A nappaliból megközelíthető, a szülői háló felett elhelyezkedő 27nm-es galérián egy dolgozószobát terveztek elhelyezni, de szükség esetén ennek a helyén egy szoba fürdőszobával is kialakítható.
Az alsó szinten két hálószoba, fürdőszoba, gardrób, mosókonyha és egy fitneszterem található. A 42nm-es g..."|https://ingatlan.com/34738420|252 m2|A++|||||||||||||||||||13.5|4.0|0.0|3.8|0.0|3.2|0.0|0.0|1|1|0|1|0|1|0|0|24.5|0.0|24.5|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
63|Budaörs, Pest megye||195 M Ft||100 m2|1 950 000 Ft / m2||2001 és 2010 között||felújított|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|15|"Budaörs kedvelt részén, közel a közlekedéshez, mégis csendes helyen nappali + 4 szobás újszerű, luxus módon kialakított, teljesen szeparált, napelemekkel ellátott, rendkívül alacsony rezsijű ikerház-fél, három kocsibeállóval eladó.
Földszinten teraszkapcsolatos nappali, gránit munkapulttal ellátott, a legmodernebb Mile és Bora gépekkel felszerelt, teljesen gépesített konyha, vendégszoba, fürdőszoba és egy gardrób került kialakításra. Az emeleten három külön bejáratú szoba, melyből kettő erkélyes és egy fürdőszoba káddal és zuhanyozóval található.
Beépített szekrények, légcsatornás hűtő / fűtő klíma, szúnyoghálós redőnyök, riasztó, automata öntözőberendezés teszi teljessé a kényelmet. Az alacsony rezsiről szaldós elszámolású napelemek gondoskodnak. Parkosított kert, nagy teraszokkal, gépkoc..."|https://ingatlan.com/34909194|350 m2||||||||||||||||||||9.0|0.0|0.0|11.399999999999999|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|20.4|0.0|20.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
64|Budaörs, Kertváros - Ganztelep||199 M Ft||150 m2|1 326 666 Ft / m2||2025||új építésű|hőszivattyú, padlófűtés, fan-coil||udvari beálló - benne van az árban|ingatlaniroda|15|"GYORSAN KÖLTÖZHETŐ ÚJÉPÍTÉSŰ ÖNÁLLÓ HÁZ, BUDAÖRS FELSŐKERTVÁROSI RÉSZÉN!

KLASSZIKUS ÉS IDŐTÁLLÓ MEGJELENÉS, INNOVATÍV ENERGIAFELHASZNÁLÁS, JÓL ÉLHETŐ TEREK, KIVÁLÓ ELHELYEZKEDÉS, SAJÁT KERT!

CSILLAGFÜRT PROJEKT Budaörs kertváros

Budaörs nyugodt, csendes és rendezett utcájában, emelt műszaki tartalommal, nagy gondossággal megépített, dél-délkeleti fekvésű, N + 4 szobás bruttó 150 nm-es (131 nm lakó, 12 nm terasz + 22,3 nm erkély) ÚJ építésű ikerház, kiépített gépkocsi beállóval, parkosított kerttel, 200 nm saját telekrészen, 199 M Ft-ért eladó!

CSOK + és államilag támogatott hitel igénybe vehető
Várható átadás a szerződéskötéstől számítva azonnal.
Az ingatlan burkolatok, szaniterek, csapok, beltéri ajtók nélkül kerül átadásra.
A kert gyepszőnyeggel, örökzöldekkel telepítve. Automata önt..."|https://ingatlan.com/34923704|200 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|0|0|0|0|0|0|1|0|5.0|0.0|5.0|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Új Lakónegyed|1.15
65|Budaörs, Kertváros||189 M Ft||201 m2|940 298 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán, kandalló, hűtő-fűtő klíma||udvari beálló - benne van az árban|ingatlaniroda|25|"KÉT LAKÁSOS CSALÁDI HÁZ, A SASAD RESORT VONZÁSÁBAN!


NAPELEMMEL SZERELT, KETTŐ GENERÁCIÓS, HANGULATOS KERT, NAGY TERASZ!

KIVÁLÓ TÁJOLÁSÚ, KÉT GENERÁCIÓS, KÖZPONTI ELHELYEZKEDÉSŰ, ALACSONY FENNTARTÁSÚ!


Budaörs alsó kertvárosi részén, a Sasad Resort szomszédságában összesen 201 nm-es, két lakást magába foglaló családi ház, (146 nm-es nappali + 3 és félszobás nagy fedett 24 nm-es terasszal, és 43 nm-es földszinti garzonlakással) vállalkozásnak helyet adó 30 nm-es épülettel, 500 nm-es saját leválasztott telekrésszel 189 M Ft-ért eladó!

Költözhető 3-4 hónap alatt.
Hitelezhető, használati megosztás van, saját közmű órák, teljesen különálló családi ház.

A 11. kerülettel határos részén elhelyezkedő családi ház rendezett kertvárosi utcában fekszik. Az ingatlanhoz érve, a kiskapun át hangulato..."|https://ingatlan.com/34683156|201 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|2.5|0.0|1|0|0|0|0|0|1|0|7.0|0.0|7.0|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
66|Budaörs, Budaörsi Kamaraerdő||184 M Ft||127 m2|1 448 818 Ft / m2|4 + 1 fél|2013||jó állapotú|gázkazán|||ingatlaniroda|15|Eladó Budaörsön Kamaraerdőn nettó 110 nm alapterületű, két szintes, modern ikerházi lakás, 370 nm kerttel, remek tömegközlekedéssel.A háznak nincs közös fala a szomszéddal és egymástól szeparált életet tesz lehetővé.A ház 2013-ban épült. Csendes, családi házas övezetben, rendezett környéken, a Kismartoni utca közelében található.Az alsó szinten amerikai konyhás nappali és étkező terasszal, dolgozószoba, kamra, valamint egy fürdőszoba+WC található.A felső szinten 3 hálószoba, illetve egy nagy fürdőszoba+WC helyezkedik el.Az alsó terasz 26 nm, fent a 3 szobához kapcsolódva 9 nm erkély tartozik.Elektronika:padlófűtésklíma minden szobában redőnykiépítésriasztó előkészítveelektromos kapuA zárt udvaron parkolóhelyek vannak kialakítva, ehhez az ingatlanhoz 2 beállóhely tartozik amelyet az ár tart...|https://ingatlan.com/34717660|370 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
68|Budaörs, Budaörsi Kamaraerdő||350 M Ft||229 m2|1 528 384 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán, hűtő-fűtő klíma, padlófűtés||önálló garázs|ingatlaniroda|30|"Budaörs Kamaraerdőn, eladó egy 943 m2-es telekkel és 229 m2 hasznos alapterülettel rendelkező családi ház.
A csendes, panorámás, családi házas környezetben, lévő ingatlan 2004-ben épült 38-as Porotherm téglából. A tető Tondach hódfarkú cseréppel borított. A tetőtérben 15 cm vastagságú Therwoolin hőszigetelő ásványgyapot található, párazáró fóliával és 25 mm vastag padlóval borítva, hogy járható legyen a padlástér.
A ház 3 szintes: pinceszint, földszint, emelet (tetőtér) és rendezett, szépen parkosított kerttel rendelkezik. A szintek között 17 cm vastag Porotherm vasbeton födémet építettek.
Az ingatlan Nappali plusz 4 szobás, konyha, étkező, szintenként 1 fürdőszoba, hobbyszoba és egyéb kiszolgáló helyiségek találhatók benne.
Alaprajz a képek között található az ingatlanról.

Helységek mére..."|https://ingatlan.com/34699238|229 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
69|Budaörs, Pest megye||196 M Ft||110 m2|1 781 818 Ft / m2||2026|||hőszivattyú|||ingatlaniroda|6|"Megvételre kínálunk Budaörs kertvárosi részén egy most épülő, minden igényt kielégítő, PANORÁMÁS ikerházat.

A gondos tervezésnek köszönhetően, családbarát kialakítással, tágas zöldterületekkel és kiemelkedő energiahatékonysággal, 2026 II. negyedévben kerül kulcsrakész átadásra az ingatlan.
Műszaki tartalom a teljesség igénye nélkül:

Főfalak, teherhordó falak: 30 cm Porotherm X-therm rapid dryfix
Belső falak, válaszfalak: 10 cm téglafalazat
Külső hőszigetelés: 12 cm GRAFIT szigetelés
Hőszigetelés: 20 cm GRAFIT szigetelés
Főfalak, teherhordó falak: 30 cm Porotherm X-therm rapid dryfix
Belső falak, válaszfalak: 10 cm téglafalazat
Külső hőszigetelés: 12 cm GRAFIT szigetelés
Tető:

Hőszigetelés: 20 cm GRAFIT szigetelés
Elektromos ellátás

3x25 amper nappali kapacitás, és 1x20 amper H tarifa k..."|https://ingatlan.com/34631162|264 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|3.2|12.5|-4.0|1|0|0|0|0|1|1|1|20.2|4.0|16.2|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
70|Budaörs, Frankhegy||199 M Ft||295 m2|674 576 Ft / m2||1981 és 2000 között||újszerű|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Fontos Önnek az előkelő, igazán különleges életérzés?  Az igényességet, letisztult eleganciát keresi otthonában?

Budaörs kiemelt, Budapesthez közeli részén, egy 1998-ban épült patináns villát kínálunk eladásra.
A botanikus kertnek beillő, kertész által tervezett , csodás kertben lévő ritka örökzöldek  részletes lajstromát is továbbadjuk a szerencsés, leendő vevőnek.Nehéz szavakba önteni, milyen is a ház.Már a kapun belépve megfog a különleges atmoszféra. Ahogy a kikövezett felhajtón, teraszon át a különleges mintás, üveges bejárati ajtóhoz érünk.A ház egységes , patinás megjelenése mindenhol visszaköszön, a teljesség igénye nélkül, beltéri Tiffany üvegberakásos ébenfa ajtók, egyedi  kovácsoltvas lépcsőkorlát, zöld márvány lépcső,zöld márvány kandalló,kovácsoltvas ajtóval, oszlopos korlát ..."|https://ingatlan.com/33583547|295 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|7.6|0.0|7.6|Krisztinaváros|0.68|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Általános|1.0
72|Budaörs, Úthegy||399 M Ft||300 m2|1 330 000 Ft / m2||2022||újszerű|hőszivattyú||önálló garázs - benne van az árban|ingatlaniroda|14|"ÖRÖKPANORÁMÁS, ENERGIAHATÉKONY LUXUS HÁZ ELADÓ BUDAÖRSÖN!

ÖN MOST NAGYON SZERENCSÉS, AMENNYIBEN FONTOS A SZÉPSÉG, A CSEND ÉS A TERMÉSZET KÖZELSÉGE ÚJ INGATLANJA KERESÉSEKOR, MERT MEGTALÁLTA!

Budaörs kedvelt részén, mégis a nyugalom szigetén, egy csendes zsákutcában található ez a modern, nettó 250 nm-es LUXUS CSALÁDIHÁZ, amely minden igényt kielégít. Egyedi lehetőség, elvehetetlen panorámával, prémium kivitelezéssel!

Az ingatlan különlegessége a LENYŰGÖZŐ ÖRÖKPANORÁMA, átgondolt tervezés, világos tágas terek.
Igazi WOW érzés, az 53 nm-es tágas teraszáról is a Budai-hegység páratlan szépségű látványa tárul elénk.

FŐBB JELLEMZŐK, AMIÉRT ÉRDEMES MEGVENNIE:
- Feszített víztükrös, sós vizes medence, igazi nyári luxusélmény,
- Modern lépcsőzetes kialakítás: a ház a telek legmagasabb pontjára..."|https://ingatlan.com/34611377|300 m2||||||||||||||||||||4.5|0.0|0.0|15.2|0.0|3.2|0.0|0.0|1|0|0|1|0|1|0|0|22.9|0.0|22.9|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
73|Budaörs, Pest megye||289 M Ft||147 m2|1 965 986 Ft / m2||2025||új építésű|hőszivattyú||udvari beálló - benne van az árban|ingatlaniroda|10|"Mindenki vágya egy új, korszerű, alacsony fenntartási költséggel járó Otthonban élni.
És ha ehhez nem kell szakembereket keresni, egyéb ügyintézéssel idegeskedni, az maga a főnyeremény!
Ennek megvalósításához nem kell mást tennie, csak a hirdetésben lévő telefonszámot hívni.
A 0. lépéstől, vagyis az építkezéshez szükséges telek megkereséstől egészen a kulcsátadásig mindent leveszünk a válláról.

NYÁRI AKCIÓ!!!!!
Minden kedves ügyfelünk, aki a típusterveink közül 100nm fölötti házat választ az amúgy is piacképes árainkból jelentős kedvezményben részesül!
Részletekről személyesen vagy telefonon tudunk tájékoztatást adni.

Mindez akár 6-7 hónap alatt megvalósulhat.
Házaink minimum „A++” energetikával rendelkeznek, és közel 50 típusterv közül választhat. A Kivitelezési szerződés aláírását köve..."|https://ingatlan.com/34852512|860 m2|A++|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Ismeretlen|0.0|fallback|none|0||||Budaörs Általános|1.0
74|Budaörs, Pest megye||399 M Ft||250 m2|1 596 000 Ft / m2||2022||újszerű|hőszivattyú|||ingatlaniroda|14|"Csend, luxus és természet egy helyen!
Budaörs központjában, mégis a nyugalom szigetén, egy csendes zsákutcában található ez a modern, netto 250 m²-es luxus családi ház, amely minden igényt kielégít. Az ingatlan különlegessége a lenyűgöző örökpanoráma és a hozzá kapcsolódó, 53 m²-es tágas terasz, ahonnan a Budai-hegység páratlan szépségű látványa tárul elénk.

Kiemelt jellemzők:
Feszített víztükrű, sós vizes medence: Az igazi nyári luxusélmény.
Modern szinteltolásos kialakítás: a ház a telek legmagasabb pontjára épült a tökéletes panorámáért.
Három szint: Szuterén, földszint és emelet – minden szinten praktikus és igényes megoldások.
Korszerű gépészet: Bosch hőszivattyús fűtés, légcserélő rendszer, szenzoros csaptelepek, vízlágyító berendezés.
Okosotthon funkciók: Távolról vezérelhető hőmér..."|https://ingatlan.com/34557132|250 m2||||||||||||||||||||9.0|0.0|0.0|11.399999999999999|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|20.4|0.0|20.4|Ismeretlen|0.0|fallback|none|0||||Budaörs Törökbálint határ|1.2
75|Budaörs, Fügefa utca||189 M Ft||160 m2|1 181 250 Ft / m2||2025||új építésű|hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||udvari beálló - benne van az árban|ingatlaniroda|6|"Budaörs Törökugratónál, Fügefa utcában új építésú nettó 131nm-es családi ház 80nm terasszal 189M Ft-ért eladó kulcsrakészen eladó.

A ház belső elosztása, szoba kialakítása a vevő igényei alapján kerülnek kialakításra.

Építkezés kezdete megegyezéstől számított 1 hónapon belül
Átadás: Kezdéstől számított 10-11 hónapon belül, kulcsrakészen.

Műszaki paraméterek:
- 30-as porothetm tégla homlokzati falazat
- Hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés
-riasztó előkészítés
- Napelem előkészítés
- Elektromos autótöltőhöz kiállás
-Biztonsági bejárati ajtók
- 3 rétegű műanyag nyílászárók kívül antracit, belül fehér színben
- Elektromos, aluminínium redőnyök
-Térkövezett gépkocsi feljáró és járda a teraszig (terv szerint)
- Kerítés
- Elektromos kerítés kapu
Átadás után fedett garázs építese le..."|https://ingatlan.com/34930231|800 m2|A++|||||||||||||||||||9.0|0.0|3.5|0.0|0.0|0.0|5.0|0.0|1|0|1|0|0|0|1|0|17.5|0.0|17.5|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
76|Budaörs, Pest megye||199 M Ft||112 m2|1 776 785 Ft / m2||2025||új építésű|hőszivattyú, fan-coil||udvari beálló - benne van az árban|ingatlaniroda|12|"MODERN LUXUS BUDAÖRSÖN - ÚJÉPÍTÉSŰ IKERHÁZ PRÉMIUM KIVITELBEN

Fedezze fel ezt a kivételes minőségben megépülő ikerházi lakást.

Eladó Budaörsön egy 112 nm-es, nappali+4 szobás, 3 fűrdőszobás ikerházi lakás, a CSALÁDI INGATLAN kínálatából.

A lakás amerikai konyhás, nappali+4 tágas szoba, valamint 3 elegáns fürdőszoba teszi igazán élhetővé. Ideális nagyobb családoknak vagy azoknak akik szeretik
a kényelmet és teret.

Földszinten: amerikai konyhás nappali, szoba, tároló, előtér, gépészeti helyiség
Emeleten: tágas közlekedő, 3 szoba, 2 fürdőszoba került kialakításra

H-tarifás mérőóra, napelem-és autótöltő előkészítés.

A letisztult, modern otthon egyik különlegessége a 18 nm-es terasz és a 20 nm-es intim erkély, melyek közvetlen kapcsolatot biztosítanak a saját 220 nm-es kerttel - tökéletes..."|https://ingatlan.com/34891768|365 m2|A|||||||||||||||||||4.5|0.0|0.0|7.6|0.0|0.0|2.5|0.0|1|0|0|1|0|0|1|0|14.6|0.0|14.6|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Új Lakónegyed|1.15
77|Budaörs, Kőhegy||189 M Ft||165 m2|1 145 454 Ft / m2||2001 és 2010 között||jó állapotú|kandalló, elektromos kazán, padlófűtés||önálló garázs|ingatlaniroda|29|"Megvételre ajánlok Budaörsön a Kőhegy lábánál, 313nm-es telekterületen elhelyezkedő 2019.-ben épült 165nm-es, Nappali + 3 Szobás családi házat.

Néhány fontosabb információ az ingatlanról:
- Infrastrukturális ellátottsága kiváló
- Örökpanorámás kilátás a Kőhegyre illetve Budaörs településére
- Fűtéséréről egy vízteres kandalló, illetve elektromos kazán gondoskodik a földszinten padlófűtés az emeleti szinten radiátoros hőleadókon keresztül
- Fa nyílászárói duplaszigetelésű üvegezéssel került beépítésre
- A telken belül 2db autó számára felszíni beálló került kialakításra + 1 állásos garázs
- Az ingatlan tehermentes, birtokbavétel megegyezés szerint

Megtekintéssel és további információval kapcsolatban keressen bizalommal!"|https://ingatlan.com/34430830|313 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
79|Budaörs, Pest megye||397 M Ft||318 m2|1 248 427 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán, kandalló, hűtő-fűtő klíma||önálló garázs|ingatlaniroda|19|Budaörs kedvelt utcájában, panorámás, csendes és rendezett környezetben található ez a Kossuth- és Ybl díjas építész által tervezett, lenyűgöző családi ház. Az ingatlan alapterülete netto 255 négyzetméter, míg a telek mérete 1146 négyzetméter, lélegzetelállító panorámájával, teraszos kialakításával igazán egyedi és minden igényt kielégítő lehetőségeket biztosít. A ház öt szobával rendelkezik, melyek mindegyike világos és barátságos légkört teremt. A nappali különösen figyelemre méltó, hiszen nagy belmagasságnak és galériájának köszönhetően még inkább tágasnak hat. A prémium kivitelezés és az egyedi tervezés minden részletében megmutatkozik. A három fürdőszoba elegendő kényelmet biztosít a család minden tagjának, míg az összesen 126 négyzetméteres terasz ideális helyszín a nyári grillezések...|https://ingatlan.com/34618449|318 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|10.8|0.0|10.8|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
80|Budaörs, Budaörsi Kamaraerdő||159,99 M Ft||92 m2|1 739 021 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|15|"Kertvárosi nyugalom Kamaraerdő szívében 92 nm-es családi ház eladó!

Eladó egy 1999-ben épült, 92 nm-es családi ház Kamaraerdő csendes, zöldövezeti részén, 1048 nm-es telken, mégis kiváló közlekedési adottságokkal a buszmegálló mindössze 5 perc gyalog, Budaörs központja autóval pár perc alatt megközelíthető.
A szomszéd utcában található óvoda illetve a központban Általános iskolák közül is lehet válogatni.

Az ingatlan nappalival, hálószobával, étkezővel, konyhával, kamrával, fürdőszobával és külön WC-vel rendelkezik, továbbá egy 23 nm-es, leválasztott irodahelyiség is helyet kapott benne, mely korábban garázsként funkcionált.
A ház alatt található egy 21 nm-es pince, valamint beépíthető tetőtér a lehetőségek bővítésére.

A ház Ytong téglából épült, fűtését gázcirkó, a meleg vizet pedig gá..."|https://ingatlan.com/34888115|1048 m2|H|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-4.0|0|0|0|0|0|1|0|1|3.2|4.0|-0.8|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
82|Budaörs, Pest megye||199 M Ft||196 m2|1 015 306 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|24|Kétgenerációs családi ház Budaörs központjában – felújított, tágas otthon gondozott kerttelBudaörs egyik kedvelt utcájában, központi elhelyezkedéssel eladó egy 196 nm-es, kétgenerációs családi ház, amely kiváló választás nagycsaládosoknak vagy akár befektetésre is. Telek: 542 nm – gondozott, kellemes kert Földszinti lakás: 3 szoba, étkező, konyha, kamra, fürdőszoba Emeleti lakás: nappali, konyha, étkező, fürdőszoba, 3 hálószoba + 26 nm-es terasz Felújítva: 2017-ben – modern műanyag nyílászárók, szigetelt tető Extrák: légkondicionálás, garázs, keleti tájolásA két lakás teljesen szeparált, így akár több generáció együttélésére vagy kiadásra is ideális. A ház jó állapotú, világos és tágas, a környék infrastruktúrája pedig kiváló – üzletek, iskolák, közlekedés mind könnyen hagyja ki ezt a reme...|https://ingatlan.com/34627041|542 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Törökbálint határ|1.2
83|Budaörs, Kőhegy||137 M Ft||129 m2|1 062 015 Ft / m2||2021||felújított|hőszivattyú, padlófűtés, falfűtés||utca, közterület - ingyenes|ingatlaniroda|18|"PANORÁMÁS GYÖNGYSZEM BUDAÖRS KŐHEGYEN – IGÉNYESEN FELÚJÍTOTT, KÉTSZINTES OTTHON

Eladó egy páratlan hangulatú, 129 m²-es, teljes körűen felújított házrész Budaörs egyik legszebb részén, a Kőhegy lábánál – 137.000.000 Ft-ért.

Ha Ön olyan otthont keres, ahol a természet közelsége, a minőségi kivitelezés és a modern komfort kéz a kézben jár, ez a ház Önre vár!

A 2021-ben teljeskörűen felújított kétszintes ingatlan nemcsak esztétikai, hanem műszaki szempontból is magas színvonalon lett megújítva:
•Új burkolatok, nyílászárók, konyhabútor és beépített gépek
•15 cm-es grafit szigetelés, szigetelt alap és falak
•Korszerű hőszivattyús padlófűtés, mennyezeti fűtés a nagyobb hálókban, falfűtés a babaszobában
•Hűtő-fűtő klíma az emeleten
•Modern amerikai konyhás nappali lélegzetelállító panorámával
..."|https://ingatlan.com/34784833|150 m2||||||||||||||||||||9.0|0.0|0.0|3.8|0.0|3.2|5.0|0.0|1|0|0|1|0|1|1|0|21.0|0.0|21.0|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1||||Budaörs Kamaraerdő|1.25
84|Budaörs, Ürgésdűlő||185 M Ft||141 m2|1 312 056 Ft / m2||2025|||egyéb|||ingatlaniroda|6|"KIVÉTELES LEHETŐSÉG Budaörs egyik legszebb zöldövezetében!

Eladó új építésű, kertkapcsolatos otthon.Természetközeli nyugalom és modern elegancia Budaörs szívébenBudaörs egyik legszebb, zöldövezeti részén kínálunk eladásra egy 141 négyzetméteres, kétszintes, új építésű lakást, amely a városi kényelem és a természet közelségének tökéletes harmóniáját nyújtja.
A ház különlegessége a tágas, szabadon alakítható belső tér és a saját, körülbelül 300 négyzetméteres kert, amely ideális helyszíne lehet a családi pihenésnek, baráti összejöveteleknek vagy a gyermekek önfeledt játékának.
Főbb jellemzők:
- Napfényes, délnyugati fekvésű ingatlan kiváló belső elrendezéssel
- Tágas nappali, három hálószoba, gardrób, kamra és dupla fürdőszoba
- Saját, közvetlen kertkapcsolat és húsz négyzetméteres terasz
-..."|https://ingatlan.com/34744982|250 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|0.0|0.0|0|0|0|0|0|1|0|0|6.4|0.0|6.4|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
85|Budaörs, Pest megye||196 M Ft||123 m2|1 593 495 Ft / m2||2025|||hőszivattyú||udvari beálló|ingatlaniroda|15|"Egy otthon, ahol a fény, a tér és a jövő találkozik.

Budaörs egyik legnyugodtabb kertvárosi részén, egy forgalomtól mentes mellékutcában születik meg egy igazán különleges ingatlan, ahol az építészeti letisztultság és a természet közelsége tökéletes harmóniában egyesül.
Az esztétikus, modern formavilág nem csupán látvány, hanem egy új életszínvonal ígérete.
Természetes fényben fürdő mindennapokA bruttó 123 m² nettó 110m² -es lakásban minden a funkcionalitásról és az otthonosságról szól.
A délies tájolásnak köszönhetően a lakás minden zuga napfényes és derűs.
A terek egész nap világosak, a reggelek frissítőek, az esték pedig meleg hangulatúak – ezzel biztosítva a pozitív életérzést az év minden napján.

Elhatárolt, zöld élettér – kompromisszumok nélkül.
A lakáshoz tartozó, átlagon felüli m..."|https://ingatlan.com/34726326|731 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Ismeretlen|0.0|fallback|none|0||||Budaörs Kamaraerdő|1.25
