id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo
23|Törökbálint, Tükörhegy||500 M Ft||411 m2|1 216 545 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|25|"Tükörhegy legcsodálatosabb részén - zsák utcában -kínálok eladásra egy 3 generációs családi házat!

Csak a mi irodánk kínálatában!

A ház 2006 és 2008 között épült, 38-as tégla falazattal, monolit födémekkel, 5 cm külső szigeteléssel.

Az ingatlanban jelenleg 3 teljesen különálló lakás van kialakítva. Akár 3 lakásos társasházként is lehet használni.

További extrák:
- napkollektor
- 3 fázis
- vízgyűjtő a telken , locsolóvízként van hasznosítva
- vízlágyító
- szúnyogháló
- redőnyök
- hatalmas pince
- kerti tároló
- garázsban 2 autó számára parkoló hely, telken belül további 3 autó tud parkolni
- elegáns nagy belmagasság


Az lakások kialakítása a következőképpen alakult:
A földszinti kertkapcsolatos lakás: nappali, 2 hálószoba, konyha-étkező kamrával, nagy elegáns fürdőszoba WC- vel, mosóko..."|https://ingatlan.com/32895656|411 m2||||||||||||||||||||0.0|0.0|0.0|0.0|2.8|0.0|2.5|0.0|0|0|0|0|1|0|1|0|5.3|0.0|5.3|Általános terület|1.0
24|Törökbálint, Tükörhegy||269 M Ft||315 m2|853 968 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán, kandalló||teremgarázs hely - benne van az árban|ingatlaniroda|24|"~ENGLISH below ~

Tükörhegy legjobb tájolású utcájában kínálom ezt a minden szempontból ideális elosztású tájpanorámás családi házat.
Építési és használatbavételi engedély szerint is 315 m2, nettó hasznos alapterület 274 m2.
2003-ban az építész tulajdonosa által megálmodott és a kor legminőségibb, ma is helytálló megoldásaival épült ez a családi ház, amelyet a mai napig a családtagok szeretete és személyes kötődése jár át és amely különleges hangulatot idéz már abban a pillanatban, hogy belép a kapun.

Elosztása 3 szinten, pince/garázs 118,92 m2, földszint 103,76 m2, emelet 92,16 m2.A telek 684 m2, parkosított és karbantartott intim kert az épület mögött, előkert a ház előtt, garázs a ház aljában és kerítésen belüli parkolási lehetőség.
A ház tégla építésű, Lindab cserepeslemez tetővel, mi..."|https://ingatlan.com/34268970|315 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|Általános terület|1.0
25|Törökbálint, Tükörhegy||179 M Ft||110 m2|1 627 272 Ft / m2|2 + 1 fél|||jó állapotú|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|9|"Törökbálint kiemelt kertvárosi részén eladó egy 110 m2-res, napfényes, déli fekvésű családi ház, hatalmas, 903 m2-res telken.
Napfényes amerika konyhás nappali, 2 szoba, 2 fürdőszoba, gardrób és kiszolgáló helyiségek várják új tulajdonosát. Az ingatlan akadálymentesített. Bővítésre van lehetőség, mivel a telek 30%-os beépíthetősége még nincs kihaszálva.
5 évvel ezelőtt, felújítás és kisebb átépítés tőrtént, 3 éve pedig a tető is teljesen megújult.
Igazi kertvárosi életérzés, amelyet itt megtapasztalhat ebben a barátságos, biztonságos, kényelmes, könnyűszerkezetes házban.
A tulajdonost cserelehetőség is érdekli, Budapest vagy Siófok belvárosi részein, minimum 100m2, világos, napos, erkélyes, magas emeleti lakás formájában.
További információkért és megtekintéssel kapcsolatosan várom megkere..."|https://ingatlan.com/34593750|903 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Központi terület|1.0
26|Törökbálint, Tükörhegy||299,90 M Ft||172 m2|1 743 604 Ft / m2||2024||újszerű|hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés||teremgarázs hely|ingatlaniroda|29|"TÜKÖRHEGYEN PANORÁMÁS LUXUS IKERHÁZ GARÁZZSAL ÉS FELSZÍNI BEÁLLÓKKAL

Törökbálinton, a méltán népszerű TÜKÖRHEGYEN, nettó 145 nm alapterületű, kiváló elosztású N+4 szobás lakás összesen 54 nm terasz- és 253 nm kertkapcsolattal 299,9 millió Ft irányáron eladó.
AZ ÁR TARTALMAZZA 2 FELSZÍNI BEÁLLÓ ÁRÁT.

A környék új építésű házakkal beépített, elegáns, csendes és nyugodt. Barátságos, gyönyörűen kialakított zöld környezetben, rendezett, térkővel burkolt udvaron keresztül vezet utunk az ikerházhoz. Közvetlenül a kertkapcsolat alatt került elhelyezésre a teremgarázshely, amellyel szemben és egészen közel, a terület bejáratánál pedig a felszíni beállók kerültek kialakításra. A teremgarázshely ára 14,9 millió Ft.

A szépen parkosított kertből léphetünk be a praktikus beépített bútorral felszerelt..."|https://ingatlan.com/34685993|450 m2|A++|||||||||||||||||||0.0|0.0|0.0|11.399999999999999|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|14.6|0.0|14.6|Prémium villa negyed|1.3
27|Törökbálint, Tükörhegy||295 M Ft||244 m2|1 209 016 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|25|"Eladó családi ház Törökbálinton a Tükörhegyen – Ideális két generáció számára is!

Az ingatlan ideális nagycsaládosoknak vagy két generációs együttéléshez, hiszen a ház két külön nappali térrel, 4 tágas hálószobával és 2 fürdőszobával rendelkezik.
Az ingatlan 2002-ben épült, 30-as Porotherm téglából 10 cm vastag dryvit szigeteléssel.
A nyílászárók műanyagból készültek 2 rétegű üvegezéssel.
A két szint között 20 cm vastag monolit betonfödém található.
A padlástérben vízszintes 10 cm vastag kőzetgyapot szigetelés van.
A tető héjazata Bramac betoncserép.
Ház alapterülete nettó 244 m² két szinten plusz a 33 m2-es kétállásos garázs.
Az alsó szinten található: szoba 20,5m2, nappali+étkező 29m2, konyha 15m2,
kamra 3,2m2, fürdőszoba 5,9m2, mosókonyha 3,7m2, közlekedő 18,8m2, gépészeti
helyiség 2,3..."|https://ingatlan.com/34566411|244 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Általános terület|1.0
28|Törökbálint, Tükörhegy||179,90 M Ft||185 m2|972 432 Ft / m2|4 + 1 fél|2001 és 2010 között||jó állapotú|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|9|"TÜKÖRHEGYEN SORHÁZ FELSZÍNI BEÁLLÓVAL
Törökbálinton, a méltán népszerű TÜKÖRHEGYEN, 185 nm alapterületű, kiváló elosztású N+4 szobás lakás 24 nm terasszal és 318 nm kertkapcsolattal 179,9 M Ft-ért eladó.

INGATLAN
A földszinten kapott helyet a nagyméretű napfényes nappali, a  konyha, egy hálószoba, a zuhanyzós
fürdő, közlekedő és egy külön WC. A nappaliból egy 24 nm-es kertkapcsolatos teraszra jutunk ki, ami ideális hely a szabadidős tevékenységekhez. A kert is szép, rendezett.
A nappaliból kényelmes lépcsőn juthatunk a felső szintre, ahol 2 nagy hálószoba, egy TV szoba és egy
nagy fürdőszoba található. A gépkocsi beálló a saroktelek miatt a másik utcáról nyílik távirányítású kapun.

MŰSZAKI
2023-ban  6 kW-os napelem rendszer lett felszerelve Growatt inverterrel.  Az oda-vissza mérés 2033-..."|https://ingatlan.com/34685120|318 m2|A++|||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|4.5|0.0|4.5|Általános terület|1.0
29|Törökbálint, Meggyes utca||177,50 M Ft||220 m2|806 818 Ft / m2||1981 és 2000 között||felújított|hűtő-fűtő klíma, gázkazán||udvari beálló - benne van az árban|maganszemely|2|"Törökbálint - Tükörhegy legcsendesebb utcájában, - a Meggyes utca 19/A számú ház, - eladó a tulajdonostól, egy az elmúlt évben felújított, karbantartott sorház saroképülete. A gondozott kert U alakban körül öleli, ezzel is biztosítva az elszeparáltságot a külvilágtól.

Az ingatlan bruttó 220 m2, - nettó 185 m2 - 24 m2-es terasszal és 318 m2-es önálló kertkapcsolattal. ( A nettó és bruttó alapterület különbségét az adja, hogy az emeleten a tetőtéri kialakítás miatt a 190 cm belmagasság alatti területrészek nem kerültek beszámításra a nettó alapterületbe.)

A ház elrendezése:
A földszinten kapott helyet a nagyméretű napfényes nappali, a konyha, egy hálószoba, a zuhanyzós fürdő, közlekedő és egy külön WC kézmosóval.
A nappaliból egy 24 nm-es kertkapcsolatos teraszra jutunk ki, ami ideális hel..."|https://ingatlan.com/34608061|220 m2|A++|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3
30|Törökbálint, Tükörhegy||325 M Ft||190 m2|1 710 526 Ft / m2||2019||újszerű|padlófűtés, gázkazán||önálló garázs|ingatlaniroda|24|"Tükörhegyen eladó 2019-ben jó minőségben megépített, panorámás, 2 szintes ikerház, amiben amerikai konyhás nappali, 4 szoba és 2 fürdőszoba található, illetve hatalmas teraszok. Teljesen elválasztott a szomszédtól csak a garázsnál van közös fal.

Ház alapterülete 150nm + tartozik hozzá (terasz + 2 erkély) összesen 80nm

Önálló garázs és kültéren 2 autó részére van további parkolási lehetőség. Minden helyiség klímával felszerelt.

Az ingatlan teljesen felszerelt!
Riasztórendszer
Kamerarendszer
Elektromos kapu stb..
Elektromos redőnyök és szúnyogháló
Klíma az összes helyiségben
Öntözőrendszer
Teraszba épített jakuzzi

Telek 500nm"|https://ingatlan.com/33045903|500 m2||||||||||||||||||||0.0|4.0|10.5|0.0|0.0|3.2|0.0|0.0|0|1|1|0|0|1|0|0|17.7|0.0|17.7|Általános terület|1.0
31|Törökbálint, Tükörhegy||685 M Ft||380 m2|1 802 631 Ft / m2||2018||újszerű|hőszivattyú||önálló garázs|ingatlaniroda|5|"EXCLUSIVE Ajánlat!
Frissen felújított luxusház Tükörhegyen!

Kívül gyönyörű mediterrán, belül igényesen felújított modern stílusú 380 m2-es, belső medencés luxus családi ház eladó Tükörhegy új építésű részén.
A felújítás jelenleg is zajlik, az ár a felújítás előrehaladtával, illetve az egyéni igények figyelembevételével változik!
Többek között vadonatúj, prémium minőségű konyhabútor kerül beépítésre, új burkolatok stb.

Kényelmes, nagy, tágas terek, a 2 lakószinten 6 szoba, gardróbok, fürdők és a beltéri medence helyezkednek el, a szuterén szinten pedig a 3-4 autó számára is kényelmes garázs, tárolók és gépészeti helyiség, borospince.

Pár műszaki adat a teljesség igénye nélkül:
- 9x3 méteres beltéri 50 m3-es medence ellenáramoltatóval, vízforgató, víztisztító és vízmelegítő rendszerrel
- ..."|https://ingatlan.com/33761051|380 m2||||||||||||||||||||0.0|4.0|0.0|11.399999999999999|0.0|0.0|2.5|0.0|0|1|0|1|0|0|1|0|17.9|0.0|17.9|Prémium villa negyed|1.3
32|Törökbálint, Szent László tér 13.||179 M Ft||110 m2|1 627 272 Ft / m2||1981 és 2000 között||felújítandó|gázkazán, padlófűtés||udvari beálló - benne van az árban|maganszemely|1|"See English version below.

Önálló családi ház 903 nm-es sarok telken közvetlenül a tulajdonostól Törökbálint Rózsadombján, a Tükörhegyen eladó.
A könnyűszerkezetes ház déli fekvésű, világos, tágas amerikai konyhás nappalival, 2 hálószobával, 2 fürdőszobával és eredetileg egy fűthető garázzsal rendelkezik. A garázst jelenleg gardróbként, mosókonyhaként, előszobaként használjuk.

Az eredeti tervrajzhoz képest 2019-ben átalakítások történtek a házban:
-A déli fekvésű terasz be lett építve üveg fallal, így a nappali 11m2-es világos térrel bővűlt, ezt a rész étkezőnek lehet használni, így a konyha is tágasabb lett.
- A főbejárat a garázs oldalfalára került, így a garázst előszobának használjuk, ahol beépített szekrény és a mosógép kapott helyet.
Ezen kívűl pedig 3 évvel ezelőtt az egész tető f..."|https://ingatlan.com/34496147|900 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|Általános terület|1.0
33|Törökbálint, Balassi Bálint utca||325 M Ft||162 m2|2 006 172 Ft / m2||2019||újszerű|gázkazán, egyéb||önálló garázs - benne van az árban|maganszemely|2|"Modern otthon Törökbálint Tükörhegy legszebb részén, örök panorámával

Egy igazán különleges, egyedi karakterű ikerház-fél vált eladóvá, amely Tükörhegy egyik zsákutcájának legvégén bújik meg — távol a világ zajától, mégis mindenhez közel.

A modern, minimál stílusú épületet és az impozáns belső tereket Lang Viktória lakberendező álmodta meg, az enteriőrfotókat pedig Hlinka Zsolt készítette — a képek önmagukért beszélnek.

Részletes bemutató Lang Viktóriától képekkel a weboldalán!
Videó a Youtube-on!

Privát kert, ahol a természet ölel körbe

A gondosan karbantartott kertet 4 méter magas Leyland ciprusfal zárja körbe, így a teraszról vagy a jacuzziból teljes privát szférában élvezheted a madárcsicsergést.

✨ Minőségi anyagok, átgondolt részletek

Az otthon szíve a tágas nappali és étkező, ..."|https://ingatlan.com/34866014|600 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Jó lakónegyed|1.15
34|Törökbálint, Jurisich Miklós utca||315 M Ft||240 m2|1 312 500 Ft / m2||2011||jó állapotú|hőszivattyú, gázkazán, kandalló||önálló garázs - benne van az árban|maganszemely|3|"Eladó Törökbálint Tükörhegyen panorámás kilátással mediterrán stílusú ikerház.

Az ingatlan lakórésze 145 m2, ezenkívül a szuterén szinten található a mai otthonokban szinte alig elérhető multifunkcionális tér, egy kétállásos garázs egy hobbi helyiség, kazánház és mosókonyha .
(összesen: 90 m2)

A ház rendkívül energiatakarékos, hőszívattyú, gázkazán és kandalló biztosítja a változatos fűtési lehetőséget, az éppen aktuális energiaárakhoz mérten váltogatható.

A földszinten található nappali amerkai konyhával, nagyméretű hálószoba gardróbbal, valamint két fürdőszoba, egy nagyobb méretű káddal és egy vendég fürdő zuhanyzóval, mindkét fürdő wc-vel felszerelt, világos, ablakokkal ellátott.
A nappaliból egy fedett teraszra léphetünk és a hálószobából is nyílik egy erkély, mindkettő panorámás, k..."|https://ingatlan.com/34690775|240 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|0.0|0.0|0|0|0|0|0|1|0|0|6.4|0.0|6.4|Általános terület|1.0
35|Törökbálint, Udvarhely utca||350 M Ft||215 m2|1 627 906 Ft / m2||2001 és 2010 között||újszerű|hőszivattyú, gázkazán, kandalló||önálló garázs - benne van az árban|maganszemely|0|"Törökbálint Tükörhegyen, úszómedencés családiház tulajdonostól eladó!

A 700 nm-es telek, utca frontjának tájolása ÉNy-i, a ház mögötti gyönyörűen ápolt, örökzöldekkel teli intim kert ideális DK-i irányú.

Az épület külső megjelenése túlzásoktól mentes, belső terének alapkoncepciója a szabad légterek szellős egymásba kapcsolása, és a természetes fény szabad áramlása. A belső terek elosztása otthonos eleganciát, nyugalmat sugároz.

Az alagsorba süllyesztve dupla garázs, a pinceszinten található a gépészeti helyiség, fitnesz szoba, és egy tároló helyiség. Ez a tárolás és a gépészet színtere.

A földszinten az előszobából belépve nyitott stílusú konyha fogad, innen nyílik az étkezős nappali kandallóval, ami a nagy belmagasságnak köszönhetően különösen tágas. Az étkezőből, illetve a nappaliból..."|https://ingatlan.com/34730678|215 m2|A+++|||||||||||||||||||0.0|0.0|0.0|0.0|2.8|0.0|0.0|0.0|0|0|0|0|1|0|0|0|2.8|0.0|2.8|Prémium villa negyed|1.3
36|Törökbálint, Tükörhegy||179 M Ft||103 m2|1 737 864 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|8|"Tükörhegyi családi ház, csendes és biztonságos, családias lakókörnyezet.
103 nm-es lakóterület és a 903 nm-es kert. Két hálószoba, két fürdőszoba és egy amerikai konyhás nappali, a ház egyszintes és szinte akadálymentes.
A közelben parkok és zöldterületek. A telek Lke-3-as besorolású, 30%-os beépíthetőséggel."|https://ingatlan.com/34630348|903 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3
37|Törökbálint, Tükörhegy||845 M Ft||435 m2|1 942 528 Ft / m2|6 + 2 fél|2011||jó állapotú|padlófűtés|||ingatlaniroda|6|"I speak English and warmly welcome your inquiries

FULL PANORÁMÁS Belső medencés mediterrán luxusvilla Tükörhegy legmagasabb pontján eladó!

Az impozáns ingatlan Tükörhegy egyik legnagyobb, legjobb saroktelkén, legmagasabb pontján helyezkedik el, ezáltal fantasztikus körpanoráma tárul elénk a budaörsi-budai hegyek irányába.

Nappali + szülői lakrész fürdővel + 3 háló.
A ház igazi különlegessége a hatalmas méretű medencés belső wellness, melyből szintén a csodálatos panorámában gyönyörködhetünk.

Dupla garázs, rengeteg tároló szolgálja még a kényelmet.

Külön bejárattal rendelkező nappali-hálós apartman is a ház része, mely a személyzetnek, vendég lakrésznek, vagy akár egy külön irodának is tökéletesen alkalmas.

Addig hívjon, amíg még eladó!"|https://ingatlan.com/32745579|435 m2||||||||||||||||||||0.0|0.0|0.0|3.8|2.8|6.4|0.0|0.0|0|0|0|1|1|1|0|0|13.0|0.0|13.0|Prémium villa negyed|1.3
38|Törökbálint, Tükörhegy||115 M Ft||81 m2|1 419 753 Ft / m2||1950 és 1980 között|||gázkazán||önálló garázs - benne van az árban|ingatlaniroda|9|"Törökbálinti ház nagy telekkel – lehetőségekkel teli

Törökbálint központi, mégis nyugodt részén eladó egy 1975-ben épült családi ház. Az épület 81 m²-es, jelenlegi állapotában felújítandó, ugyanakkor bővíthető és átalakítható, így a leendő tulajdonos saját igényeihez szabhatja.

A 1080 m²-es telek kiemelkedő adottság, amely tág teret biztosít további építkezéshez, bővítéshez vagy teljesen új kert kialakításához. A ház belső elrendezése praktikus: 4 szoba és 2 fürdőszoba áll rendelkezésre, amely többgenerációs család számára is kényelmes alapot adhat. A nappalihoz kapcsolódik egy 3 m²-es terasz, amely közvetlen kijáratot biztosít az udvarra.

A fűtést gázcirkó biztosítja, nyári időszakban pedig klímaberendezés** gondoskodik a hűtésről. A telken belül 3 autó számára nyitott parkolóhely, val..."|https://ingatlan.com/34932383|1080 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|Prémium villa negyed|1.3
39|Törökbálint, Tükörhegy||49,90 M Ft||80 m2|623 750 Ft / m2||1950 és 1980 között||felújítandó|cserépkályha||önálló garázs - benne van az árban|ingatlaniroda|11|"Eladó családi ház Törökbálint Tükörhegyen

Törökbálint egyik legkedveltebb, nyugodt és zöldövezeti részén, Tükörhegyen eladó egy 80 nm-es, nappali + 3 szobás családi ház, 760 nm-es telken.

Főbb jellemzők:

Nettó 80 nm lakótér
Nappali + 3 külön nyíló szoba
1970 körül épült, ytong + tégla szerkezet
Elektromos fűtés + cserépkályha
Melegvíz ellátás villanybojlerrel
Remek elosztás, napfényes terek

Telek és extrák:

760 nm saját, körbekerített telek
Dupla garázs + akár 4 nyitott autóbeálló
Több tárolási lehetőség

Közművek:

Villany: bekötve
Víz: bekötve
Gáz, csatorna: nincs

Az ingatlan zártkerti besorolású, gazdasági épület, így hitelezésre nem alkalmas, viszont rövid határidővel költözhető.

Tükörhegy a környék egyik legkeresettebb lakóövezete, csendes, zöld környezetben, mégis közel az aut..."|https://ingatlan.com/34925937|760 m2||||||||||||||||||||0.0|0.0|0.0|0.0|2.8|3.2|2.5|0.0|0|0|0|0|1|1|1|0|8.5|0.0|8.5|Prémium villa negyed|1.3
40|Törökbálint, Tükörhegy||325 M Ft||318 m2|1 022 012 Ft / m2|8 + 1 fél|1950 és 1980 között||jó állapotú|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|18|"Törökbálint csendes részén ELADÓ egy külön bejárttal rendelkező 3 LAKÁSOS CSALÁDIHÁZ. Az ingatlan kiváló elrendezéssel és műszaki adottságokkal bír.

TELEK:
528 négyzetméter, déli fekvésű.
Gondozott kert, automata öntözőrendszerer, ciszterna, kút, 4állások fedett kocsibeálló.

HELYISÉGEK
Földszint
LAKÁS 1:
- konyha (7 nm)
- Étkező (3 nm)
- 2 szoba (17, 21 nm)
- Fürdőszoba (4 nm)
- Külön WC (2 nm)
- Mosókonyha (11 nm)
- Kamra (2 nm)
- Terasz (30 nm)

GARÁZS: 30 nm, fűtött ?, 2db automata Type2 falitöltő (WallBox)

LAKÁS 2:
- konyhás - étkező (18 nm)
- 2 szoba (12,22 nm)
- Gardrób (4 nm)
- Mosókonyha (3 nm)
- Fürdőszoba, WC (4 nm)
- Előtér, dolgozó (14 nm)
- Terasz (20 nm)
- Pince (5 nm)

Tetőtér:
LAKÁS 3:
- amerikai konyhás nappali (38 nm)
- 5 szoba (12,15,11,15,15 nm)
- Gardrób, közlekedő ..."|https://ingatlan.com/34817523|318 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3
41|Törökbálint, Tükörhegy||95 M Ft||105 m2|904 761 Ft / m2||1950 és 1980 között||felújítandó|gázkazán, cserépkályha||önálló garázs|ingatlaniroda|3|"Felújítandó ház Törökbálint központjában, a Tükörhegy déli oldalán.

Eladó felújítandó ház Törökbálinton, kiváló helyen – befektetőknek, építkezőknek!

Törökbálinton, a város egyik legkeresettebb részén, az új tó közelében kínálunk megvételre egy felújítandó állapotú családi házat. Az ingatlan bruttó 105 m², 1960-ban épült, és egy 480 m²-es telken helyezkedik el.

A telek 19 méter széles , és teljesen vízszintes. Talajvíz mentes terület.

Az udvarban két melléképület található: egy garázs és egy tárolásra alkalmas sufni. Az épület teljeskörű felújítást igényel, vagy igény szerint bontandó, így remek lehetőség új építésű otthon kialakítására egy kiváló adottságú telken. A telek Lke-1 besorolású, 25%-os beépíthetőségű, összközműves.

A környék csendes, zöldövezeti, ugyanakkor központi elhely..."|https://ingatlan.com/34812689|480 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-6.0|0|0|0|0|0|1|0|1|3.2|6.0|-2.8|Központi terület|1.0
42|Törökbálint, Tükörhegy||179 M Ft||103 m2|1 737 864 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|8|"Kiváló ajánlat Törökbálint Rózsadombján, ez a Tükörhegyen található családi ház.
A környék csendes és biztonságos, a közvetlen lakókörnyezet nagyon családias és a nagy kert kiválóan alkalmas a pihenésre.
A 103 nm-es lakóterület és a 903 nm-es kert minden körülményt biztosít a nyugalmas, családias otthon megteremtéséhez.
A házban két hálószoba, két fürdőszoba és egy amerikai konyhás nappali található.
A ház egy szintes és szinte akadálymentes.
A világos, tágas helyiségek és a 12 nm-es terasz tökéletes helyszínt nyújtanak a baráti összejövetelekhez vagy a pihenéshez a szabadban.
A rendezett kertben könnyedén kialakítható saját zöld oázisod, ahol a természet közelsége igazán felfrissít.

Törökbálint tömegközlekedése közismerten kiváló, könnyedén elérhető Budapest, az autópályák is pár percen ..."|https://ingatlan.com/34723242|903 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|Prémium villa negyed|1.3
43|Törökbálint, Tükörhegy||475 M Ft||365 m2|1 301 369 Ft / m2||2001 és 2010 között||felújított|gázkazán||teremgarázs hely|ingatlaniroda|1|"Összeköltözők, nagycsaládosok figyelem!
Kitűnő Vétel! 555M FT helyett Most 475M FT-os irányáron eladó!

TÖRÖKBÁLINT, IGÉNYES, kiemelt elhelyezkedésű részén TÜKÖRHEGYEN ELADÓ egy 900 négyzetméteres TELKEN lévő, 3 szintes, ÖNÁLLÓ CSALÁDI HÁZ, GARÁZZSAL, MEDENCÉVEL, intim KERTTEL!

A lakóház nettó alapterület: 362 nm
Az ingatlan 1996-ban épült.
2022-ben felújították a fűtésrendszert, burkolatokat, illetve tisztasági festés történt.
A kertben FEDETT fa SZALETLI, és egy FŰTHETŐ MEDENCE. A hátsó kert alkalmas sütögetésre, vagy napozásra esetleg kis játszótér kialakítására, baráti összejövetelek tartására.
Jelenlegi elosztása:
ALAGSOR: fűtött GARÁZS, mely 2 autó parkolására alkalmas, illetve 5 SZOBA, mely alkalmas több tevékenység kialakítására pl. fitness terem, moziszoba, dolgozószoba, FÜRDŐSZO..."|https://ingatlan.com/34630699|365 m2||||||||||||||||||||0.0|0.0|0.0|0.0|2.8|0.0|0.0|0.0|0|0|0|0|1|0|0|0|2.8|0.0|2.8|Általános terület|1.0
44|Törökbálint, Tükörhegy||345 M Ft||318 m2|1 084 905 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||udvari beálló|ingatlaniroda|29|"A háromlakásos családi ház 1980- ban épült, időközben folyamatos felújításon esett át. Alapterülete 318 nm, három összkomfortos lakásból áll.
A telek mérete: 528 nm, két utcáról megközelíthető. Parkolás: lehetőség: egy garázs, 2 nyitott, 3 fedett beálló, gondozott kert.

A ház lakásai:
1. LAKÁS FÖLDSZINT 85,8 M2
2. LAKÁS FÖLDSZINT 73,38 M2
3. LAKÁS EMELET 159,3 M2

Az emeleti lakás felett szigetelt padlás található. A házközponti fűtésről, és meleg vízről egy Villant kombicirkó kazán, és egy 150 l-es indirekt tároló gondoskodik. A 13 cm hőszigetelt ház hűtő -fűtő klímával rendelkezik. Az utcafronti kapuk elektromos távvezérléssel működnek."|https://ingatlan.com/34630352|318 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3
45|Törökbálint, Tükörhegy||199 M Ft||103 m2|1 932 038 Ft / m2||1950 és 1980 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|8|"Csendes otthon a törökbálinti Tükörhegyen
Fiatal felnőttek, gyerekes családoknak , de szépkorúaknak is kiváló ajánlat Törökbálint Rózsadombján, a Tükörhegyen található családi ház.
A környék csendes és biztonságos, a közvetlen lakókörnyezet nagyon családias és a nagy kert kiválóan alkalmas a pihenésre.
A 103 nm-es lakóterület és a 903 nm-es kert minden körülményt biztosít a nyugalmas, családias otthon megteremtéséhez A házban két hálószoba, két fürdőszoba és egy amerikai konyhás nappali található.
A ház egy szintes és szinte akadálymentes.
A világos, tágas helyiségek és a 12 nm-es terasz tökéletes helyszínt nyújtanak a baráti összejövetelekhez vagy a pihenéshez a szabadban. A rendezett kertben pedig könnyedén kialakíthatod saját zöld oázisodat, ahol a természet közelsége igazán felfrissít...."|https://ingatlan.com/34601651|903 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3
